blockchain,chain_id,dt,layer,name,num_qualified_txs,num_raw_txs,num_success_txs,last_updated
fantom,250,2024-04-12 00:00:00.000 UTC,L1,Fantom,119933,264124,225868,2024-07-01 00:19:07.295055
base,8453,2024-04-26 00:00:00.000 UTC,L2,Base,1870736,2585046,2177391,2024-07-01 00:19:07.295055
linea,59144,2024-04-11 00:00:00.000 UTC,L2,Linea,416451,540223,532340,2024-07-01 00:19:07.295055
celo,42220,2024-06-28 00:00:00.000 UTC,L1,Celo,711421,780263,760384,2024-07-01 00:19:07.295055
optimism,10,2024-05-30 00:00:00.000 UTC,L2,OP Mainnet,426781,515414,488479,2024-07-01 00:19:07.295055
ethereum,1,2024-04-05 00:00:00.000 UTC,L1,Ethereum,778256,1241420,1220422,2024-07-01 00:19:07.295055
bnb,56,2024-05-16 00:00:00.000 UTC,L1,BNB,2732059,3207850,3077527,2024-07-01 00:19:07.295055
celo,42220,2024-04-22 00:00:00.000 UTC,L1,Celo,399676,448672,420093,2024-07-01 00:19:07.295055
zksync,324,2024-04-13 00:00:00.000 UTC,L2,zkSync Era,922281,922281,901980,2024-07-01 00:19:07.295055
base,8453,2024-06-18 00:00:00.000 UTC,L2,Base,1869113,3130615,2714793,2024-07-01 00:19:07.295055
mantle,5000,2024-06-30 00:00:00.000 UTC,L2,Mantle,522787,556390,552428,2024-07-01 00:19:07.295055
zora,7777777,2024-04-14 00:00:00.000 UTC,L2,ZORA,122937,623905,623054,2024-07-01 00:19:07.295055
polygon,137,2024-04-18 00:00:00.000 UTC,L1,Polygon PoS,4313714,4311001,4060390,2024-07-01 00:19:07.295055
zkevm,1101,2024-06-03 00:00:00.000 UTC,L2,Polygon zkEVM,13671,18692,18300,2024-07-01 00:19:07.295055
mantle,5000,2024-04-24 00:00:00.000 UTC,L2,Mantle,210247,246877,231562,2024-07-01 00:19:07.295055
ethereum,1,2024-05-10 00:00:00.000 UTC,L1,Ethereum,742413,1153693,1138445,2024-07-01 00:19:07.295055
blast,81457,2024-05-05 00:00:00.000 UTC,L2,Blast,576674,672590,655936,2024-07-01 00:19:07.295055
polygon,137,2024-06-24 00:00:00.000 UTC,L1,Polygon PoS,4268463,4266179,3921148,2024-07-01 00:19:07.295055
arbitrum,42161,2024-06-21 00:00:00.000 UTC,L2,Arbitrum One,2340708,3176206,3026371,2024-07-01 00:19:07.295055
blast,81457,2024-04-27 00:00:00.000 UTC,L2,Blast,417288,444377,437849,2024-07-01 00:19:07.295055
linea,59144,2024-05-02 00:00:00.000 UTC,L2,Linea,267441,309430,303919,2024-07-01 00:19:07.295055
blast,81457,2024-04-14 00:00:00.000 UTC,L2,Blast,390111,416950,408855,2024-07-01 00:19:07.295055
zora,7777777,2024-05-05 00:00:00.000 UTC,L2,ZORA,76628,94694,94116,2024-07-01 00:19:07.295055
celo,42220,2024-06-14 00:00:00.000 UTC,L1,Celo,607190,662494,646732,2024-07-01 00:19:07.295055
base,8453,2024-05-17 00:00:00.000 UTC,L2,Base,1382918,1793652,1697530,2024-07-01 00:19:07.295055
ethereum,1,2024-04-19 00:00:00.000 UTC,L1,Ethereum,758417,1181319,1161734,2024-07-01 00:19:07.295055
scroll,534352,2024-05-17 00:00:00.000 UTC,L2,Scroll,324390,359349,343802,2024-07-01 00:19:07.295055
bnb,56,2024-04-06 00:00:00.000 UTC,L1,BNB,3298234,3474842,3309555,2024-07-01 00:19:07.295055
bnb,56,2024-04-25 00:00:00.000 UTC,L1,BNB,2883548,3467878,3324217,2024-07-01 00:19:07.295055
optimism,10,2024-06-13 00:00:00.000 UTC,L2,OP Mainnet,436714,540218,510809,2024-07-01 00:19:07.295055
linea,59144,2024-04-24 00:00:00.000 UTC,L2,Linea,391346,446017,435884,2024-07-01 00:19:07.295055
gnosis,100,2024-05-30 00:00:00.000 UTC,L1,Gnosis,71997,93589,89042,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-06-16 00:00:00.000 UTC,L1,Avalanche C-Chain,83153,110864,106970,2024-07-01 00:19:07.295055
scroll,534352,2024-04-02 00:00:00.000 UTC,L2,Scroll,220279,251446,245914,2024-07-01 00:19:07.295055
zksync,324,2024-06-18 00:00:00.000 UTC,L2,zkSync Era,1181724,1181722,1133320,2024-07-01 00:19:07.295055
celo,42220,2024-04-10 00:00:00.000 UTC,L1,Celo,205839,229924,220866,2024-07-01 00:19:07.295055
zora,7777777,2024-06-09 00:00:00.000 UTC,L2,ZORA,101080,117308,116957,2024-07-01 00:19:07.295055
linea,59144,2024-06-14 00:00:00.000 UTC,L2,Linea,350541,441545,436871,2024-07-01 00:19:07.295055
celo,42220,2024-06-25 00:00:00.000 UTC,L1,Celo,655128,720605,701266,2024-07-01 00:19:07.295055
optimism,10,2024-04-10 00:00:00.000 UTC,L2,OP Mainnet,519144,657120,622186,2024-07-01 00:19:07.295055
optimism,10,2024-04-29 00:00:00.000 UTC,L2,OP Mainnet,490256,629828,589969,2024-07-01 00:19:07.295055
base,8453,2024-05-14 00:00:00.000 UTC,L2,Base,1419995,2026344,1768809,2024-07-01 00:19:07.295055
bnb,56,2024-07-01 00:00:00.000 UTC,L1,BNB,30035,31223,30057,2024-07-01 00:19:07.295055
polygon,137,2024-06-15 00:00:00.000 UTC,L1,Polygon PoS,3684280,3682767,3475392,2024-07-01 00:19:07.295055
scroll,534352,2024-04-22 00:00:00.000 UTC,L2,Scroll,209444,222793,217623,2024-07-01 00:19:07.295055
optimism,10,2024-05-25 00:00:00.000 UTC,L2,OP Mainnet,359537,455126,434143,2024-07-01 00:19:07.295055
zora,7777777,2024-06-21 00:00:00.000 UTC,L2,ZORA,106650,122845,122558,2024-07-01 00:19:07.295055
zkevm,1101,2024-04-14 00:00:00.000 UTC,L2,Polygon zkEVM,9212,13072,12755,2024-07-01 00:19:07.295055
zkevm,1101,2024-05-08 00:00:00.000 UTC,L2,Polygon zkEVM,15733,19317,18773,2024-07-01 00:19:07.295055
bnb,56,2024-05-10 00:00:00.000 UTC,L1,BNB,2534956,2983897,2871029,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-05-01 00:00:00.000 UTC,L1,Avalanche C-Chain,180957,244540,223812,2024-07-01 00:19:07.295055
polygon,137,2024-04-05 00:00:00.000 UTC,L1,Polygon PoS,4145792,4141526,3912036,2024-07-01 00:19:07.295055
polygon,137,2024-05-20 00:00:00.000 UTC,L1,Polygon PoS,4280960,4278934,3962653,2024-07-01 00:19:07.295055
arbitrum,42161,2024-06-24 00:00:00.000 UTC,L2,Arbitrum One,1775165,2569415,2343104,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-05-21 00:00:00.000 UTC,L1,Avalanche C-Chain,152299,205583,193673,2024-07-01 00:19:07.295055
zora,7777777,2024-06-15 00:00:00.000 UTC,L2,ZORA,96880,116619,114160,2024-07-01 00:19:07.295055
linea,59144,2024-05-13 00:00:00.000 UTC,L2,Linea,305805,363204,358161,2024-07-01 00:19:07.295055
gnosis,100,2024-06-20 00:00:00.000 UTC,L1,Gnosis,65505,88170,85455,2024-07-01 00:19:07.295055
ethereum,1,2024-04-14 00:00:00.000 UTC,L1,Ethereum,746354,1132570,1115550,2024-07-01 00:19:07.295055
blast,81457,2024-04-13 00:00:00.000 UTC,L2,Blast,386579,416635,408218,2024-07-01 00:19:07.295055
celo,42220,2024-05-30 00:00:00.000 UTC,L1,Celo,602788,668729,651198,2024-07-01 00:19:07.295055
bnb,56,2024-06-05 00:00:00.000 UTC,L1,BNB,3164494,3680523,3414105,2024-07-01 00:19:07.295055
base,8453,2024-04-25 00:00:00.000 UTC,L2,Base,1805875,2444045,2097643,2024-07-01 00:19:07.295055
zora,7777777,2024-05-14 00:00:00.000 UTC,L2,ZORA,91342,112861,112280,2024-07-01 00:19:07.295055
ethereum,1,2024-04-20 00:00:00.000 UTC,L1,Ethereum,732329,1151809,1136680,2024-07-01 00:19:07.295055
blast,81457,2024-06-17 00:00:00.000 UTC,L2,Blast,870336,994743,928912,2024-07-01 00:19:07.295055
mantle,5000,2024-04-21 00:00:00.000 UTC,L2,Mantle,192733,222240,208896,2024-07-01 00:19:07.295055
polygon,137,2024-05-14 00:00:00.000 UTC,L1,Polygon PoS,3997596,3995890,3776211,2024-07-01 00:19:07.295055
zksync,324,2024-05-23 00:00:00.000 UTC,L2,zkSync Era,721675,721673,696014,2024-07-01 00:19:07.295055
fantom,250,2024-04-14 00:00:00.000 UTC,L1,Fantom,102572,187444,162809,2024-07-01 00:19:07.295055
arbitrum,42161,2024-04-20 00:00:00.000 UTC,L2,Arbitrum One,1094854,1374396,1270865,2024-07-01 00:19:07.295055
bnb,56,2024-06-11 00:00:00.000 UTC,L1,BNB,2994477,3186726,3015857,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-06-22 00:00:00.000 UTC,L1,Avalanche C-Chain,137949,202622,190024,2024-07-01 00:19:07.295055
zkevm,1101,2024-04-08 00:00:00.000 UTC,L2,Polygon zkEVM,5865,8978,8540,2024-07-01 00:19:07.295055
ethereum,1,2024-04-08 00:00:00.000 UTC,L1,Ethereum,784267,1220524,1200482,2024-07-01 00:19:07.295055
fantom,250,2024-05-08 00:00:00.000 UTC,L1,Fantom,91908,200968,177852,2024-07-01 00:19:07.295055
fantom,250,2024-04-08 00:00:00.000 UTC,L1,Fantom,117113,277788,241298,2024-07-01 00:19:07.295055
ethereum,1,2024-05-27 00:00:00.000 UTC,L1,Ethereum,709609,1158843,1131474,2024-07-01 00:19:07.295055
linea,59144,2024-06-08 00:00:00.000 UTC,L2,Linea,400502,454863,450295,2024-07-01 00:19:07.295055
ethereum,1,2024-04-26 00:00:00.000 UTC,L1,Ethereum,732123,1176451,1160144,2024-07-01 00:19:07.295055
blast,81457,2024-04-23 00:00:00.000 UTC,L2,Blast,384453,418539,408868,2024-07-01 00:19:07.295055
zkevm,1101,2024-05-30 00:00:00.000 UTC,L2,Polygon zkEVM,15356,20282,19559,2024-07-01 00:19:07.295055
fantom,250,2024-05-21 00:00:00.000 UTC,L1,Fantom,74308,179548,163214,2024-07-01 00:19:07.295055
mantle,5000,2024-06-23 00:00:00.000 UTC,L2,Mantle,573435,598230,588364,2024-07-01 00:19:07.295055
gnosis,100,2024-05-29 00:00:00.000 UTC,L1,Gnosis,68228,88417,83559,2024-07-01 00:19:07.295055
arbitrum,42161,2024-07-01 00:00:00.000 UTC,L2,Arbitrum One,13408,17260,15657,2024-07-01 00:19:07.295055
zksync,324,2024-04-04 00:00:00.000 UTC,L2,zkSync Era,899477,899474,886192,2024-07-01 00:19:07.295055
arbitrum,42161,2024-05-13 00:00:00.000 UTC,L2,Arbitrum One,1733815,2170269,2072192,2024-07-01 00:19:07.295055
linea,59144,2024-05-06 00:00:00.000 UTC,L2,Linea,415958,485741,474751,2024-07-01 00:19:07.295055
fantom,250,2024-06-11 00:00:00.000 UTC,L1,Fantom,61576,217544,176220,2024-07-01 00:19:07.295055
gnosis,100,2024-05-26 00:00:00.000 UTC,L1,Gnosis,104416,147888,137628,2024-07-01 00:19:07.295055
zkevm,1101,2024-06-02 00:00:00.000 UTC,L2,Polygon zkEVM,13313,17785,17432,2024-07-01 00:19:07.295055
zora,7777777,2024-05-12 00:00:00.000 UTC,L2,ZORA,83523,99830,99326,2024-07-01 00:19:07.295055
bnb,56,2024-06-24 00:00:00.000 UTC,L1,BNB,2804016,3087499,2811963,2024-07-01 00:19:07.295055
optimism,10,2024-06-01 00:00:00.000 UTC,L2,OP Mainnet,360873,437606,427403,2024-07-01 00:19:07.295055
arbitrum,42161,2024-06-25 00:00:00.000 UTC,L2,Arbitrum One,1750446,2446046,2303279,2024-07-01 00:19:07.295055
scroll,534352,2024-05-21 00:00:00.000 UTC,L2,Scroll,208783,241524,230479,2024-07-01 00:19:07.295055
arbitrum,42161,2024-04-27 00:00:00.000 UTC,L2,Arbitrum One,1296256,1643041,1524283,2024-07-01 00:19:07.295055
base,8453,2024-05-15 00:00:00.000 UTC,L2,Base,1449496,1870661,1777585,2024-07-01 00:19:07.295055
polygon,137,2024-06-22 00:00:00.000 UTC,L1,Polygon PoS,4224615,4222742,4042085,2024-07-01 00:19:07.295055
gnosis,100,2024-06-30 00:00:00.000 UTC,L1,Gnosis,47997,72027,70321,2024-07-01 00:19:07.295055
polygon,137,2024-06-17 00:00:00.000 UTC,L1,Polygon PoS,3991965,3990028,3697385,2024-07-01 00:19:07.295055
fantom,250,2024-06-22 00:00:00.000 UTC,L1,Fantom,100417,225206,201663,2024-07-01 00:19:07.295055
zora,7777777,2024-05-07 00:00:00.000 UTC,L2,ZORA,88105,103263,102724,2024-07-01 00:19:07.295055
arbitrum,42161,2024-04-22 00:00:00.000 UTC,L2,Arbitrum One,1199885,1517355,1411071,2024-07-01 00:19:07.295055
ethereum,1,2024-04-12 00:00:00.000 UTC,L1,Ethereum,788798,1321392,1305110,2024-07-01 00:19:07.295055
scroll,534352,2024-06-20 00:00:00.000 UTC,L2,Scroll,272629,340296,333772,2024-07-01 00:19:07.295055
blast,81457,2024-06-21 00:00:00.000 UTC,L2,Blast,987835,1087714,1046265,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-05-19 00:00:00.000 UTC,L1,Avalanche C-Chain,103017,133289,128189,2024-07-01 00:19:07.295055
optimism,10,2024-04-03 00:00:00.000 UTC,L2,OP Mainnet,425904,625296,598569,2024-07-01 00:19:07.295055
bnb,56,2024-04-23 00:00:00.000 UTC,L1,BNB,3065103,3705963,3529844,2024-07-01 00:19:07.295055
blast,81457,2024-05-09 00:00:00.000 UTC,L2,Blast,583065,696455,678991,2024-07-01 00:19:07.295055
linea,59144,2024-04-26 00:00:00.000 UTC,L2,Linea,445837,503249,495633,2024-07-01 00:19:07.295055
celo,42220,2024-06-18 00:00:00.000 UTC,L1,Celo,830044,892903,869399,2024-07-01 00:19:07.295055
blast,81457,2024-04-26 00:00:00.000 UTC,L2,Blast,409670,445154,437197,2024-07-01 00:19:07.295055
scroll,534352,2024-05-15 00:00:00.000 UTC,L2,Scroll,311443,345539,330754,2024-07-01 00:19:07.295055
ethereum,1,2024-05-30 00:00:00.000 UTC,L1,Ethereum,722946,1149113,1117983,2024-07-01 00:19:07.295055
zkevm,1101,2024-05-27 00:00:00.000 UTC,L2,Polygon zkEVM,13601,18033,17406,2024-07-01 00:19:07.295055
fantom,250,2024-04-19 00:00:00.000 UTC,L1,Fantom,104945,239215,209421,2024-07-01 00:19:07.295055
blast,81457,2024-06-24 00:00:00.000 UTC,L2,Blast,830789,933003,877885,2024-07-01 00:19:07.295055
zksync,324,2024-05-25 00:00:00.000 UTC,L2,zkSync Era,626627,626625,618244,2024-07-01 00:19:07.295055
zora,7777777,2024-04-21 00:00:00.000 UTC,L2,ZORA,107397,266044,265351,2024-07-01 00:19:07.295055
zkevm,1101,2024-04-07 00:00:00.000 UTC,L2,Polygon zkEVM,9245,12559,12383,2024-07-01 00:19:07.295055
mantle,5000,2024-06-26 00:00:00.000 UTC,L2,Mantle,538051,564596,557027,2024-07-01 00:19:07.295055
celo,42220,2024-04-20 00:00:00.000 UTC,L1,Celo,325517,371623,346060,2024-07-01 00:19:07.295055
bnb,56,2024-06-21 00:00:00.000 UTC,L1,BNB,2813822,3419447,3174718,2024-07-01 00:19:07.295055
gnosis,100,2024-06-01 00:00:00.000 UTC,L1,Gnosis,68719,110585,108856,2024-07-01 00:19:07.295055
zksync,324,2024-04-25 00:00:00.000 UTC,L2,zkSync Era,1097745,1097745,1080525,2024-07-01 00:19:07.295055
fantom,250,2024-04-23 00:00:00.000 UTC,L1,Fantom,109150,244429,211577,2024-07-01 00:19:07.295055
zkevm,1101,2024-06-01 00:00:00.000 UTC,L2,Polygon zkEVM,12911,17539,17282,2024-07-01 00:19:07.295055
celo,42220,2024-05-02 00:00:00.000 UTC,L1,Celo,545810,605031,585320,2024-07-01 00:19:07.295055
gnosis,100,2024-04-14 00:00:00.000 UTC,L1,Gnosis,155091,202697,199748,2024-07-01 00:19:07.295055
scroll,534352,2024-05-14 00:00:00.000 UTC,L2,Scroll,310330,344648,327823,2024-07-01 00:19:07.295055
arbitrum,42161,2024-05-31 00:00:00.000 UTC,L2,Arbitrum One,1453794,1952855,1851338,2024-07-01 00:19:07.295055
polygon,137,2024-04-03 00:00:00.000 UTC,L1,Polygon PoS,4062549,4059101,3797543,2024-07-01 00:19:07.295055
blast,81457,2024-05-30 00:00:00.000 UTC,L2,Blast,528730,674395,655572,2024-07-01 00:19:07.295055
optimism,10,2024-05-01 00:00:00.000 UTC,L2,OP Mainnet,521261,781325,706362,2024-07-01 00:19:07.295055
ethereum,1,2024-04-16 00:00:00.000 UTC,L1,Ethereum,751239,1177619,1162373,2024-07-01 00:19:07.295055
blast,81457,2024-06-26 00:00:00.000 UTC,L2,Blast,690116,869956,825440,2024-07-01 00:19:07.295055
zksync,324,2024-06-16 00:00:00.000 UTC,L2,zkSync Era,595797,595795,581780,2024-07-01 00:19:07.295055
zora,7777777,2024-04-03 00:00:00.000 UTC,L2,ZORA,138377,181040,179706,2024-07-01 00:19:07.295055
linea,59144,2024-04-27 00:00:00.000 UTC,L2,Linea,306378,355858,348858,2024-07-01 00:19:07.295055
celo,42220,2024-06-16 00:00:00.000 UTC,L1,Celo,382529,437322,422452,2024-07-01 00:19:07.295055
zkevm,1101,2024-05-31 00:00:00.000 UTC,L2,Polygon zkEVM,17452,22754,22174,2024-07-01 00:19:07.295055
scroll,534352,2024-05-19 00:00:00.000 UTC,L2,Scroll,248395,280848,266196,2024-07-01 00:19:07.295055
celo,42220,2024-05-21 00:00:00.000 UTC,L1,Celo,576582,636465,617019,2024-07-01 00:19:07.295055
blast,81457,2024-04-11 00:00:00.000 UTC,L2,Blast,467902,538268,513172,2024-07-01 00:19:07.295055
scroll,534352,2024-06-15 00:00:00.000 UTC,L2,Scroll,243656,292191,285494,2024-07-01 00:19:07.295055
gnosis,100,2024-05-28 00:00:00.000 UTC,L1,Gnosis,71475,100579,88377,2024-07-01 00:19:07.295055
zksync,324,2024-05-21 00:00:00.000 UTC,L2,zkSync Era,748890,748890,734175,2024-07-01 00:19:07.295055
zksync,324,2024-04-06 00:00:00.000 UTC,L2,zkSync Era,1110800,1110800,1096473,2024-07-01 00:19:07.295055
gnosis,100,2024-04-08 00:00:00.000 UTC,L1,Gnosis,163738,197534,194378,2024-07-01 00:19:07.295055
optimism,10,2024-05-27 00:00:00.000 UTC,L2,OP Mainnet,382424,492785,470976,2024-07-01 00:19:07.295055
optimism,10,2024-06-16 00:00:00.000 UTC,L2,OP Mainnet,340230,414698,400607,2024-07-01 00:19:07.295055
ethereum,1,2024-05-12 00:00:00.000 UTC,L1,Ethereum,672441,1054772,1038208,2024-07-01 00:19:07.295055
base,8453,2024-05-23 00:00:00.000 UTC,L2,Base,1560297,2211073,1911059,2024-07-01 00:19:07.295055
mantle,5000,2024-05-13 00:00:00.000 UTC,L2,Mantle,263200,285537,273357,2024-07-01 00:19:07.295055
optimism,10,2024-06-29 00:00:00.000 UTC,L2,OP Mainnet,332903,400781,387530,2024-07-01 00:19:07.295055
ethereum,1,2024-04-29 00:00:00.000 UTC,L1,Ethereum,768047,1223776,1204031,2024-07-01 00:19:07.295055
arbitrum,42161,2024-04-18 00:00:00.000 UTC,L2,Arbitrum One,1379336,1739031,1585104,2024-07-01 00:19:07.295055
optimism,10,2024-04-14 00:00:00.000 UTC,L2,OP Mainnet,494277,647756,584628,2024-07-01 00:19:07.295055
polygon,137,2024-06-13 00:00:00.000 UTC,L1,Polygon PoS,4399856,4397774,4115950,2024-07-01 00:19:07.295055
fantom,250,2024-06-07 00:00:00.000 UTC,L1,Fantom,88837,275344,237509,2024-07-01 00:19:07.295055
mantle,5000,2024-06-01 00:00:00.000 UTC,L2,Mantle,264494,333142,327533,2024-07-01 00:19:07.295055
mantle,5000,2024-04-30 00:00:00.000 UTC,L2,Mantle,323096,380962,360645,2024-07-01 00:19:07.295055
bnb,56,2024-04-05 00:00:00.000 UTC,L1,BNB,3634877,3948159,3745098,2024-07-01 00:19:07.295055
arbitrum,42161,2024-04-29 00:00:00.000 UTC,L2,Arbitrum One,1198750,1576220,1458386,2024-07-01 00:19:07.295055
arbitrum,42161,2024-05-12 00:00:00.000 UTC,L2,Arbitrum One,1203359,1632946,1591931,2024-07-01 00:19:07.295055
scroll,534352,2024-04-24 00:00:00.000 UTC,L2,Scroll,182873,197868,192798,2024-07-01 00:19:07.295055
celo,42220,2024-06-17 00:00:00.000 UTC,L1,Celo,582550,636400,615933,2024-07-01 00:19:07.295055
gnosis,100,2024-05-27 00:00:00.000 UTC,L1,Gnosis,145086,175620,165592,2024-07-01 00:19:07.295055
mantle,5000,2024-06-27 00:00:00.000 UTC,L2,Mantle,505251,543893,535571,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-05-23 00:00:00.000 UTC,L1,Avalanche C-Chain,150075,201525,187862,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-04-10 00:00:00.000 UTC,L1,Avalanche C-Chain,223630,283594,265305,2024-07-01 00:19:07.295055
ethereum,1,2024-05-31 00:00:00.000 UTC,L1,Ethereum,741471,1174304,1153035,2024-07-01 00:19:07.295055
zkevm,1101,2024-04-29 00:00:00.000 UTC,L2,Polygon zkEVM,16416,20198,19519,2024-07-01 00:19:07.295055
gnosis,100,2024-06-29 00:00:00.000 UTC,L1,Gnosis,50391,83702,81878,2024-07-01 00:19:07.295055
zora,7777777,2024-05-16 00:00:00.000 UTC,L2,ZORA,69534,87300,86621,2024-07-01 00:19:07.295055
linea,59144,2024-04-22 00:00:00.000 UTC,L2,Linea,330372,381103,372862,2024-07-01 00:19:07.295055
zkevm,1101,2024-05-11 00:00:00.000 UTC,L2,Polygon zkEVM,12944,16170,15870,2024-07-01 00:19:07.295055
bnb,56,2024-05-15 00:00:00.000 UTC,L1,BNB,2671626,3126020,3003264,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-06-08 00:00:00.000 UTC,L1,Avalanche C-Chain,103899,129674,125836,2024-07-01 00:19:07.295055
linea,59144,2024-04-06 00:00:00.000 UTC,L2,Linea,831950,974685,963012,2024-07-01 00:19:07.295055
fantom,250,2024-06-23 00:00:00.000 UTC,L1,Fantom,103956,245987,221516,2024-07-01 00:19:07.295055
gnosis,100,2024-05-07 00:00:00.000 UTC,L1,Gnosis,111862,131125,126306,2024-07-01 00:19:07.295055
bnb,56,2024-05-30 00:00:00.000 UTC,L1,BNB,2976755,3453529,3307843,2024-07-01 00:19:07.295055
zkevm,1101,2024-04-02 00:00:00.000 UTC,L2,Polygon zkEVM,5343,7970,7829,2024-07-01 00:19:07.295055
optimism,10,2024-05-12 00:00:00.000 UTC,L2,OP Mainnet,301006,392958,383442,2024-07-01 00:19:07.295055
base,8453,2024-04-17 00:00:00.000 UTC,L2,Base,1752880,2629533,2132600,2024-07-01 00:19:07.295055
optimism,10,2024-05-07 00:00:00.000 UTC,L2,OP Mainnet,396238,532806,497255,2024-07-01 00:19:07.295055
zkevm,1101,2024-06-16 00:00:00.000 UTC,L2,Polygon zkEVM,13870,23253,22772,2024-07-01 00:19:07.295055
zksync,324,2024-04-22 00:00:00.000 UTC,L2,zkSync Era,1045904,1045904,1028956,2024-07-01 00:19:07.295055
arbitrum,42161,2024-04-28 00:00:00.000 UTC,L2,Arbitrum One,1216652,1553197,1450751,2024-07-01 00:19:07.295055
scroll,534352,2024-05-16 00:00:00.000 UTC,L2,Scroll,311511,342923,329930,2024-07-01 00:19:07.295055
polygon,137,2024-04-13 00:00:00.000 UTC,L1,Polygon PoS,4200381,4198143,3823810,2024-07-01 00:19:07.295055
zora,7777777,2024-04-19 00:00:00.000 UTC,L2,ZORA,106511,378015,377303,2024-07-01 00:19:07.295055
arbitrum,42161,2024-06-03 00:00:00.000 UTC,L2,Arbitrum One,1433407,1864448,1765393,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-05-22 00:00:00.000 UTC,L1,Avalanche C-Chain,140309,188334,179100,2024-07-01 00:19:07.295055
mantle,5000,2024-05-01 00:00:00.000 UTC,L2,Mantle,312885,371580,346302,2024-07-01 00:19:07.295055
linea,59144,2024-04-25 00:00:00.000 UTC,L2,Linea,420567,477541,468430,2024-07-01 00:19:07.295055
linea,59144,2024-05-20 00:00:00.000 UTC,L2,Linea,311945,401397,392276,2024-07-01 00:19:07.295055
fantom,250,2024-05-03 00:00:00.000 UTC,L1,Fantom,91585,222942,205942,2024-07-01 00:19:07.295055
celo,42220,2024-04-09 00:00:00.000 UTC,L1,Celo,216792,240029,232671,2024-07-01 00:19:07.295055
zksync,324,2024-05-05 00:00:00.000 UTC,L2,zkSync Era,835766,835766,821896,2024-07-01 00:19:07.295055
gnosis,100,2024-06-12 00:00:00.000 UTC,L1,Gnosis,84591,112589,108342,2024-07-01 00:19:07.295055
fantom,250,2024-04-13 00:00:00.000 UTC,L1,Fantom,147144,326700,277057,2024-07-01 00:19:07.295055
ethereum,1,2024-06-29 00:00:00.000 UTC,L1,Ethereum,657023,1141611,1126178,2024-07-01 00:19:07.295055
celo,42220,2024-05-31 00:00:00.000 UTC,L1,Celo,551075,601872,589710,2024-07-01 00:19:07.295055
scroll,534352,2024-04-21 00:00:00.000 UTC,L2,Scroll,265321,267056,261196,2024-07-01 00:19:07.295055
blast,81457,2024-06-15 00:00:00.000 UTC,L2,Blast,857186,971300,939572,2024-07-01 00:19:07.295055
base,8453,2024-05-22 00:00:00.000 UTC,L2,Base,1487409,2104814,1834902,2024-07-01 00:19:07.295055
zora,7777777,2024-05-19 00:00:00.000 UTC,L2,ZORA,55424,70895,70385,2024-07-01 00:19:07.295055
blast,81457,2024-05-27 00:00:00.000 UTC,L2,Blast,445124,562675,544338,2024-07-01 00:19:07.295055
linea,59144,2024-05-07 00:00:00.000 UTC,L2,Linea,381173,444152,435112,2024-07-01 00:19:07.295055
base,8453,2024-05-12 00:00:00.000 UTC,L2,Base,1443900,1873192,1776789,2024-07-01 00:19:07.295055
bnb,56,2024-05-05 00:00:00.000 UTC,L1,BNB,2324051,2726315,2609171,2024-07-01 00:19:07.295055
ethereum,1,2024-06-16 00:00:00.000 UTC,L1,Ethereum,710782,1122139,1094826,2024-07-01 00:19:07.295055
zkevm,1101,2024-05-16 00:00:00.000 UTC,L2,Polygon zkEVM,13624,16920,16479,2024-07-01 00:19:07.295055
polygon,137,2024-06-27 00:00:00.000 UTC,L1,Polygon PoS,4663780,4661587,4179842,2024-07-01 00:19:07.295055
fantom,250,2024-05-19 00:00:00.000 UTC,L1,Fantom,90539,200995,180570,2024-07-01 00:19:07.295055
base,8453,2024-05-25 00:00:00.000 UTC,L2,Base,1255097,1639413,1525066,2024-07-01 00:19:07.295055
blast,81457,2024-06-09 00:00:00.000 UTC,L2,Blast,715876,820628,787813,2024-07-01 00:19:07.295055
polygon,137,2024-05-25 00:00:00.000 UTC,L1,Polygon PoS,3926332,3924212,3657836,2024-07-01 00:19:07.295055
linea,59144,2024-06-20 00:00:00.000 UTC,L2,Linea,406711,470986,466439,2024-07-01 00:19:07.295055
polygon,137,2024-06-07 00:00:00.000 UTC,L1,Polygon PoS,3948008,3945884,3707132,2024-07-01 00:19:07.295055
zksync,324,2024-05-12 00:00:00.000 UTC,L2,zkSync Era,749641,749640,740887,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-06-11 00:00:00.000 UTC,L1,Avalanche C-Chain,136800,180420,170419,2024-07-01 00:19:07.295055
base,8453,2024-06-24 00:00:00.000 UTC,L2,Base,2305017,3271773,3041360,2024-07-01 00:19:07.295055
avalanche_c,43114,2024-05-29 00:00:00.000 UTC,L1,Avalanche C-Chain,125959,162841,156244,2024-07-01 00:19:07.295055
polygon,137,2024-05-06 00:00:00.000 UTC,L1,Polygon PoS,3863079,3859740,3626218,2024-07-01 00:19:07.295055
