blockchain,chain_type,classification,dt,eth_fees,eth_fees_success,gas_used,gas_used_success,num_senders,num_txs,num_txs_success,last_updated,source,display_name_lower,is_op_chain,mainnet_chain_id,op_based_version,alignment,chain_name,display_name
fantom,L1,Likely Sybil,2024-08-30,363.6681412477201,361.1860036743559,41245673705,41108063870,3461,56401,55634,2024-09-02 01:00:22.804107,dune,fantom,False,,,Other EVMs,,Fantom
fantom,L1,Potential Non-Sybil,2024-08-30,930.9125904829829,863.039046464821,71966353222,67805693772,13372,164974,146896,2024-09-02 01:00:22.804107,dune,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,Likely Sybil,2024-08-30,12.754112515792597,12.555017661653766,4311145954,4202056921,30566,108521,106433,2024-09-02 01:00:22.804107,dune,ethereum,False,,,Other EVMs,,Ethereum
ethereum,L1,Volume too Low,2024-08-30,46.00034893584715,44.76451342026206,20651350832,20143780366,229491,318564,315089,2024-09-02 01:00:22.804107,dune,ethereum,False,,,Other EVMs,,Ethereum
ethereum,L1,Potential Non-Sybil,2024-08-30,296.2103718885674,290.674997853047,81650609597,78824110241,129313,705308,692338,2024-09-02 01:00:22.804107,dune,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,Volume too Low,2024-08-30,17.76576150251853,17.72270247407552,3942706328,3932916769,31679,43184,43059,2024-09-02 01:00:22.804107,dune,celo,False,,,Other EVMs,,Celo
celo,L1,Likely Sybil,2024-08-30,250.6262031079198,236.91633491538832,31460070632,31147140856,445788,719619,716642,2024-09-02 01:00:22.804107,dune,celo,False,,,Other EVMs,,Celo
celo,L1,Potential Non-Sybil,2024-08-30,698.8492494447707,589.4477448549799,72162362961,66522973071,82178,386484,363467,2024-09-02 01:00:22.804107,dune,celo,False,,,Other EVMs,,Celo
bnb,L1,Likely Sybil,2024-08-30,63.83842011531969,62.42652755729387,22210174809,21728050559,90741,419087,412199,2024-09-02 01:00:22.804107,dune,bnb,False,,,Other EVMs,,BNB
bnb,L1,Volume too Low,2024-08-30,75.8182880612947,74.65351529204433,53590936460,52931773657,326432,526299,521726,2024-09-02 01:00:22.804107,dune,bnb,False,,,Other EVMs,,BNB
bnb,L1,Potential Non-Sybil,2024-08-30,446.1166756918692,425.1958917212594,224627670721,212209660821,376573,1952681,1840354,2024-09-02 01:00:22.804107,dune,bnb,False,,,Other EVMs,,BNB
base,L2,Volume too Low,2024-08-30,1.1314248655913801,1.098701110313998,104202206167,99891356142,580396,916685,886096,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
base,L2,Likely Sybil,2024-08-30,7.834291773110917,5.560439242544898,132861060921,129642170692,101127,792701,761209,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
base,L2,Potential Non-Sybil,2024-08-30,21.506321643132797,18.0005232834692,611929250710,589953627111,202853,2605710,2476129,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
avalanche_c,L1,Potential Non-Sybil,2024-08-30,663.6591175211298,628.3755501026006,20863231985,20019279803,13048,125461,118969,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
avalanche_c,L1,Likely Sybil,2024-08-30,97.31141675860196,88.17937063973558,2622207299,2465183864,3861,21339,20275,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
avalanche_c,L1,Volume too Low,2024-08-30,53.83793549046293,53.36932820935032,1846566058,1829209616,13017,17917,17848,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,Likely Sybil,2024-08-30,32.7436079451796,25.338758367578134,64485688612,56012403777,161111,409957,353886,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
arbitrum,L2,Volume too Low,2024-08-30,1.4405410684692115,1.4074905176096837,14745926582,14577699472,116420,160333,158878,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
arbitrum,L2,Potential Non-Sybil,2024-08-30,78467.30152872871,66719.64339707256,283024383688,254487658169,119445,1133866,962924,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
all chains,Aggregated,Volume too Low,2024-08-30,1775.1450875347791,1737.7439679391812,243471268075,236822952522,1533335,2399193,2354437,2024-09-02 01:00:22.804107,dune,all chains,False,,,Other EVMs,,All Chains
all chains,Aggregated,Potential Non-Sybil,2024-08-30,120723.8149133146,103290.92350657131,2136203543982,2025607570024,1248463,10376817,9687151,2024-09-02 01:00:22.804107,dune,all chains,False,,,Other EVMs,,All Chains
all chains,Aggregated,Likely Sybil,2024-08-30,5545.471427664033,4821.842609135148,409961513510,389290752928,1202301,3448387,3245600,2024-09-02 01:00:22.804107,dune,all chains,False,,,Other EVMs,,All Chains
zora,L2,Volume too Low,2024-08-29,0.006518011436750634,0.006512570971162184,2983323173,2976667805,4377,6964,6920,2024-09-02 01:00:22.804107,dune,zora,True,7777777,modern,OP Chain,zora,Zora
zora,L2,Likely Sybil,2024-08-29,0.0021907805153942874,0.0021907805153942874,5607544851,5607544851,396,10292,10292,2024-09-02 01:00:22.804107,dune,zora,True,7777777,modern,OP Chain,zora,Zora
zora,L2,Potential Non-Sybil,2024-08-29,0.060722832812208485,0.06045692719323,26750101072,26710308891,22358,89858,89531,2024-09-02 01:00:22.804107,dune,zora,True,7777777,modern,OP Chain,zora,Zora
zksync,L2,Volume too Low,2024-08-29,0.11546655882041848,0.11501579782316844,2473002561,2463040992,14661,17816,17763,2024-09-02 01:00:22.804107,dune,zksync era,False,,,Other EVMs,,zkSync Era
zksync,L2,Potential Non-Sybil,2024-08-29,1.2434555633495286,1.213470355548025,27479680958,26817024432,70212,171438,168636,2024-09-02 01:00:22.804107,dune,zksync era,False,,,Other EVMs,,zkSync Era
zksync,L2,Likely Sybil,2024-08-29,0.10999004737474802,0.10879187407274803,2430719279,2404240311,12795,17811,17698,2024-09-02 01:00:22.804107,dune,zksync era,False,,,Other EVMs,,zkSync Era
zkevm,L2,Likely Sybil,2024-08-29,0.0003243103697877438,0.00032322541978774386,9164231,9128066,55,113,112,2024-09-02 01:00:22.804107,dune,polygon zkevm,False,,,Other EVMs,,Polygon zkEVM
zkevm,L2,Volume too Low,2024-08-29,0.00666256139667095,0.006391132119070951,110802071,103537496,561,934,924,2024-09-02 01:00:22.804107,dune,polygon zkevm,False,,,Other EVMs,,Polygon zkEVM
zkevm,L2,Potential Non-Sybil,2024-08-29,0.0973320189949575,0.07270116312706303,2194203275,1582920733,3484,13301,11032,2024-09-02 01:00:22.804107,dune,polygon zkevm,False,,,Other EVMs,,Polygon zkEVM
scroll,L2,Volume too Low,2024-08-29,0.11899231244698778,0.11724625102788218,2082977760,2046069765,4485,10099,9960,2024-09-02 01:00:22.804107,dune,scroll,False,,,Other EVMs,,Scroll
scroll,L2,Potential Non-Sybil,2024-08-29,3.249387668579015,3.1159931028070256,50745021149,49128592902,50569,220021,212933,2024-09-02 01:00:22.804107,dune,scroll,False,,,Other EVMs,,Scroll
scroll,L2,Likely Sybil,2024-08-29,0.03158110924580876,0.03087047457395885,305363441,293630839,637,10339,10190,2024-09-02 01:00:22.804107,dune,scroll,False,,,Other EVMs,,Scroll
polygon,L1,Likely Sybil,2024-08-29,4599.5935405049095,4062.36282101905,82364146778,75426136025,232203,626301,540379,2024-09-02 01:00:22.804107,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
polygon,L1,Potential Non-Sybil,2024-08-29,27102.035124983897,24091.941034827174,414213999490,390775094789,259179,1995140,1841772,2024-09-02 01:00:22.804107,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
polygon,L1,Volume too Low,2024-08-29,1289.4475292122088,1259.1147428374995,31450940409,30860925727,166718,266083,263376,2024-09-02 01:00:22.804107,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,Potential Non-Sybil,2024-08-29,7.29925835075218,6.776423693367296,180651030296,176310222820,32262,427328,405910,2024-09-02 01:00:22.804107,dune,op mainnet,True,10,modern,OP Chain,op,OP Mainnet
optimism,L2,Volume too Low,2024-08-29,0.3197797890254124,0.31817855316621607,4562097802,4517592925,47102,56788,56608,2024-09-02 01:00:22.804107,dune,op mainnet,True,10,modern,OP Chain,op,OP Mainnet
optimism,L2,Likely Sybil,2024-08-29,1.1777965840043314,0.9924905056032839,17326700705,16718817292,7133,91874,86178,2024-09-02 01:00:22.804107,dune,op mainnet,True,10,modern,OP Chain,op,OP Mainnet
op chains,Aggregated,Potential Non-Sybil,2024-08-29,24.658127823644865,22.058036941220937,836300537248,813274740791,245549,3307483,3168555,2024-09-02 01:00:22.804107,dune,op chains,False,,,Other EVMs,,OP Chains
op chains,Aggregated,Volume too Low,2024-08-29,1.210084281555609,1.1893030979995667,100552861318,98253479558,541801,853327,836884,2024-09-02 01:00:22.804107,dune,op chains,False,,,Other EVMs,,OP Chains
op chains,Aggregated,Likely Sybil,2024-08-29,6.319107043712048,4.5233367421277695,149552188481,145800952942,109566,800781,760994,2024-09-02 01:00:22.804107,dune,op chains,False,,,Other EVMs,,OP Chains
linea,L2,Potential Non-Sybil,2024-08-29,2.664388236671139,2.5525772765960975,36916509199,36066776550,123525,248684,244044,2024-09-02 01:00:22.804107,dune,linea,False,,,Other EVMs,,Linea
linea,L2,Likely Sybil,2024-08-29,0.3681723267796538,0.36567369674539185,5206146804,5165617055,114504,134985,134800,2024-09-02 01:00:22.804107,dune,linea,False,,,Other EVMs,,Linea
linea,L2,Volume too Low,2024-08-29,0.1527527576236164,0.15195952007498797,2383199641,2369956578,12305,17679,17648,2024-09-02 01:00:22.804107,dune,linea,False,,,Other EVMs,,Linea
l2s,Aggregated,Potential Non-Sybil,2024-08-29,78380.61875138913,67192.22886668512,1255070569280,1202304611539,473003,5072105,4771587,2024-09-02 01:00:22.804107,dune,l2s,False,,,Other EVMs,,L2s
l2s,Aggregated,Volume too Low,2024-08-29,2.8100436693066437,2.784039007715448,120568217679,118090747407,654112,1031514,1014313,2024-09-02 01:00:22.804107,dune,l2s,False,,,Other EVMs,,L2s
l2s,Aggregated,Likely Sybil,2024-08-29,36.24596459520098,28.4377780225409,214322084683,204284611919,376454,1328766,1243230,2024-09-02 01:00:22.804107,dune,l2s,False,,,Other EVMs,,L2s
fantom,L1,Potential Non-Sybil,2024-08-29,2231.622358566367,2094.418595994186,65695565321,61432394230,13631,186217,167459,2024-09-02 01:00:22.804107,dune,fantom,False,,,Other EVMs,,Fantom
fantom,L1,Likely Sybil,2024-08-29,384.3133474945842,379.3591002158165,38214852662,38011551724,3605,55092,54053,2024-09-02 01:00:22.804107,dune,fantom,False,,,Other EVMs,,Fantom
fantom,L1,Volume too Low,2024-08-29,34.69689476078509,27.37336196712235,2289846996,2055485893,8408,16924,16320,2024-09-02 01:00:22.804107,dune,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,Potential Non-Sybil,2024-08-29,346.0264980219487,336.8591489745679,81289703944,78844415557,135741,719059,699085,2024-09-02 01:00:22.804107,dune,ethereum,False,,,Other EVMs,,Ethereum
ethereum,L1,Likely Sybil,2024-08-29,12.998716284302539,12.30837841364687,4284776700,4143584981,26724,111659,109316,2024-09-02 01:00:22.804107,dune,ethereum,False,,,Other EVMs,,Ethereum
ethereum,L1,Volume too Low,2024-08-29,55.87743016701807,54.69940250052353,21024479200,20635397800,227717,321794,318569,2024-09-02 01:00:22.804107,dune,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,Likely Sybil,2024-08-29,303.27193858400176,295.74090316025126,39895379732,39650976971,461296,718592,716389,2024-09-02 01:00:22.804107,dune,celo,False,,,Other EVMs,,Celo
celo,L1,Volume too Low,2024-08-29,18.041469052271985,17.997860317511,3937882379,3927631746,27892,39074,38966,2024-09-02 01:00:22.804107,dune,celo,False,,,Other EVMs,,Celo
celo,L1,Potential Non-Sybil,2024-08-29,669.1337147752969,583.5364506638394,71075439449,66649746028,82055,371714,353329,2024-09-02 01:00:22.804107,dune,celo,False,,,Other EVMs,,Celo
bnb,L1,Volume too Low,2024-08-29,77.82240898532828,76.47005635955473,52472208881,51630535550,328362,537744,532144,2024-09-02 01:00:22.804107,dune,bnb,False,,,Other EVMs,,BNB
bnb,L1,Likely Sybil,2024-08-29,57.44039759293687,55.954459829636434,20775117687,20191792790,88269,378920,373468,2024-09-02 01:00:22.804107,dune,bnb,False,,,Other EVMs,,BNB
bnb,L1,Potential Non-Sybil,2024-08-29,462.29638551085156,439.88302104086597,244664736843,230973171217,426420,2125930,2014607,2024-09-02 01:00:22.804107,dune,bnb,False,,,Other EVMs,,BNB
base,L2,Potential Non-Sybil,2024-08-29,17.298146640080088,15.221156320659812,628899405880,610254209080,216540,2790297,2673114,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
base,L2,Volume too Low,2024-08-29,0.883786481093466,0.8646119738622011,93007440343,90759218828,495773,789575,773356,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
base,L2,Likely Sybil,2024-08-29,5.139119679192371,3.5286554560090884,126617942925,123474590799,103261,698615,664524,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
avalanche_c,L1,Potential Non-Sybil,2024-08-29,652.8674300930029,621.6172759347231,20781094836,20040143906,10962,123635,118124,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
avalanche_c,L1,Likely Sybil,2024-08-29,86.83791714486085,79.94413376289926,2351592077,2223645586,3843,18967,18082,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
avalanche_c,L1,Volume too Low,2024-08-29,66.874587762005,65.08495822323937,2285291114,2227265867,12663,21166,20978,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,Potential Non-Sybil,2024-08-29,78348.70606006143,67163.21608783292,301434617451,275434556131,110902,1111178,966387,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
arbitrum,L2,Volume too Low,2024-08-29,1.2060851974634397,1.2041232086708893,12965374328,12854663018,94847,131659,131134,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
arbitrum,L2,Likely Sybil,2024-08-29,29.416789757577543,23.408782009495283,56818502447,50611042706,146773,364737,319436,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
all chains,Aggregated,Likely Sybil,2024-08-29,5480.701822218071,4914.107574439715,402207950319,383932299996,1188796,3238297,3054917,2024-09-02 01:00:22.804107,dune,all chains,False,,,Other EVMs,,All Chains
all chains,Aggregated,Potential Non-Sybil,2024-08-29,109844.60026341278,95360.48439420016,2152791109163,2051019577266,1300920,10593800,9965963,2024-09-02 01:00:22.804107,dune,all chains,False,,,Other EVMs,,All Chains
all chains,Aggregated,Volume too Low,2024-08-29,1545.5703636083488,1503.5244212125715,234028866658,229427989990,1403662,2234299,2204666,2024-09-02 01:00:22.804107,dune,all chains,False,,,Other EVMs,,All Chains
zora,L2,Potential Non-Sybil,2024-08-28,0.04797731786140058,0.04787624260563252,21545052804,21516804963,16774,73133,72817,2024-09-02 01:00:22.804107,dune,zora,True,7777777,modern,OP Chain,zora,Zora
zora,L2,Likely Sybil,2024-08-28,0.0018353460337877903,0.0018353460337877903,5394829248,5394829248,314,9734,9734,2024-09-02 01:00:22.804107,dune,zora,True,7777777,modern,OP Chain,zora,Zora
zora,L2,Volume too Low,2024-08-28,0.008820066597368526,0.008818434957883346,3597135870,3594591227,3419,5478,5464,2024-09-02 01:00:22.804107,dune,zora,True,7777777,modern,OP Chain,zora,Zora
zksync,L2,Potential Non-Sybil,2024-08-28,1.3975807582382564,1.3279948125245187,30885762613,29347951658,68279,186867,180863,2024-09-02 01:00:22.804107,dune,zksync era,False,,,Other EVMs,,zkSync Era
zksync,L2,Likely Sybil,2024-08-28,0.12911535183025022,0.12575605861925,2853377941,2779139417,13307,19559,19266,2024-09-02 01:00:22.804107,dune,zksync era,False,,,Other EVMs,,zkSync Era
zksync,L2,Volume too Low,2024-08-28,0.10400938993741106,0.10357879591491108,2193136116,2183620226,14147,16826,16785,2024-09-02 01:00:22.804107,dune,zksync era,False,,,Other EVMs,,zkSync Era
zkevm,L2,Likely Sybil,2024-08-28,0.0003984908714182302,0.0003955976714182303,8785760,8713430,59,127,124,2024-09-02 01:00:22.804107,dune,polygon zkevm,False,,,Other EVMs,,Polygon zkEVM
zkevm,L2,Potential Non-Sybil,2024-08-28,0.13992615193248678,0.10554827871904314,3082511381,2202089101,3415,16857,13791,2024-09-02 01:00:22.804107,dune,polygon zkevm,False,,,Other EVMs,,Polygon zkEVM
zkevm,L2,Volume too Low,2024-08-28,0.007526500985715922,0.0074507249140306235,104564042,102600726,498,827,818,2024-09-02 01:00:22.804107,dune,polygon zkevm,False,,,Other EVMs,,Polygon zkEVM
scroll,L2,Likely Sybil,2024-08-28,0.03797177963191199,0.03618018099537123,385197612,360374451,570,10009,9773,2024-09-02 01:00:22.804107,dune,scroll,False,,,Other EVMs,,Scroll
scroll,L2,Potential Non-Sybil,2024-08-28,3.4656257259348866,3.236655994622929,51843704124,48833927149,54266,234928,219643,2024-09-02 01:00:22.804107,dune,scroll,False,,,Other EVMs,,Scroll
scroll,L2,Volume too Low,2024-08-28,0.12663798852858726,0.12371398154809309,2236810374,2185294791,5058,10624,10315,2024-09-02 01:00:22.804107,dune,scroll,False,,,Other EVMs,,Scroll
polygon,L1,Volume too Low,2024-08-28,1748.7010221600644,1720.8819720474326,30664844622,30065936788,201505,288218,285604,2024-09-02 01:00:22.804107,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
polygon,L1,Potential Non-Sybil,2024-08-28,39498.38834120475,33356.720714904164,437021600740,407839938148,271431,2150994,1945481,2024-09-02 01:00:22.804107,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
polygon,L1,Likely Sybil,2024-08-28,5075.752533511452,4440.547963889323,81093289657,73902590998,236360,630992,540129,2024-09-02 01:00:22.804107,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,Potential Non-Sybil,2024-08-28,12.732155257482493,12.143762541435718,190817009006,183007152227,29072,418279,385520,2024-09-02 01:00:22.804107,dune,op mainnet,True,10,modern,OP Chain,op,OP Mainnet
optimism,L2,Likely Sybil,2024-08-28,1.9468438604617717,1.7924334592500593,19996133713,19298623938,6981,96692,90132,2024-09-02 01:00:22.804107,dune,op mainnet,True,10,modern,OP Chain,op,OP Mainnet
optimism,L2,Volume too Low,2024-08-28,0.3957919033091467,0.3908847232959177,5129617056,4854850113,36324,46211,45946,2024-09-02 01:00:22.804107,dune,op mainnet,True,10,modern,OP Chain,op,OP Mainnet
op chains,Aggregated,Likely Sybil,2024-08-28,10.901913244481625,7.92069544703129,158288360570,152872556510,99592,829383,774328,2024-09-02 01:00:22.804107,dune,op chains,False,,,Other EVMs,,OP Chains
op chains,Aggregated,Potential Non-Sybil,2024-08-28,40.37377639137269,35.41388106120925,835922395105,800530256257,229133,3271607,3071122,2024-09-02 01:00:22.804107,dune,op chains,False,,,Other EVMs,,OP Chains
op chains,Aggregated,Volume too Low,2024-08-28,2.410268473036773,2.3160019908691,90499033602,87336069031,516649,756643,733067,2024-09-02 01:00:22.804107,dune,op chains,False,,,Other EVMs,,OP Chains
linea,L2,Potential Non-Sybil,2024-08-28,2.939143541187612,2.7272275520160703,37298034344,35666155469,113205,245160,236154,2024-09-02 01:00:22.804107,dune,linea,False,,,Other EVMs,,Linea
linea,L2,Likely Sybil,2024-08-28,0.3863009193547659,0.3806715705527937,5310923235,5219558483,108439,140991,140628,2024-09-02 01:00:22.804107,dune,linea,False,,,Other EVMs,,Linea
linea,L2,Volume too Low,2024-08-28,0.19391401137785452,0.19270766626973357,2792570451,2772459245,17211,23578,23517,2024-09-02 01:00:22.804107,dune,linea,False,,,Other EVMs,,Linea
l2s,Aggregated,Potential Non-Sybil,2024-08-28,101620.51269892932,85235.34696656094,1334510897693,1253306117490,494094,5327123,4871490,2024-09-02 01:00:22.804107,dune,l2s,False,,,Other EVMs,,L2s
l2s,Aggregated,Likely Sybil,2024-08-28,48.61015187755152,36.24906028207171,240345337118,223481318734,405251,1498872,1362228,2024-09-02 01:00:22.804107,dune,l2s,False,,,Other EVMs,,L2s
l2s,Aggregated,Volume too Low,2024-08-28,4.042664521658648,3.9350965609477666,110451747359,106878667507,637051,941438,914709,2024-09-02 01:00:22.804107,dune,l2s,False,,,Other EVMs,,L2s
fantom,L1,Likely Sybil,2024-08-28,460.97469488254023,454.8191919585208,28375360548,28177536578,3886,52304,51228,2024-09-02 01:00:22.804107,dune,fantom,False,,,Other EVMs,,Fantom
fantom,L1,Volume too Low,2024-08-28,44.16609006994809,36.36893439862452,2535049431,2288569877,7174,15133,14383,2024-09-02 01:00:22.804107,dune,fantom,False,,,Other EVMs,,Fantom
fantom,L1,Potential Non-Sybil,2024-08-28,2286.6169289835175,2079.705377725975,65564514569,58886913791,13594,222197,192969,2024-09-02 01:00:22.804107,dune,fantom,False,,,Other EVMs,,Fantom
