alignment_map,avg_blob_base_fee_on_l1_inbox,avg_l1_calldata_gas_price_on_l1_inbox,avg_l1_gas_price_on_l1_inbox,avg_l1_gas_price_on_l1_output,calldata_bytes_l1_inbox,dt,l1_blobgas_eth_fees_inbox,l1_blobgas_purchased_inbox,l1_blobgas_usd_fees_inbox,l1_bytes_used_total,l1_calldata_eth_fees_inbox,l1_calldata_usd_fees_inbox,l1_eth_fees_combined,l1_eth_fees_inbox,l1_eth_fees_output,l1_eth_fees_to_validators_total,l1_eth_fees_total,l1_gas_used_combined,l1_gas_used_inbox,l1_gas_used_output,l1_gas_used_total,l1_num_txs_total,l1_overhead_eth_fees_inbox,l1_overhead_usd_fees_inbox,l1_usd_fees_combined,l1_usd_fees_inbox,l1_usd_fees_output,name,num_l1_submissions,num_l1_txs_combined,num_l1_txs_inbox,num_l1_txs_output,secs_between_l1_txs_inbox,secs_between_l1_txs_output,share_elapsed,last_updated
OP Stack Fork,,6.2472408522573115,6.1593744761961995,5.408918044606263,105080306,2024-05-17 00:00:00.000 UTC,,,,444579445,10.322729040245257,31497.52492058104,10.483843355622502,10.47228322125652,0.011560134365982109,291.62382152469706,906.7978614232937,1702355864,1700218628,2137236.0,108589015406,1112590,0.149554181011263,456.3214646541525,31989.062706422883,31953.846385235174,35.21632118770695,Blast,1139,1163,1139,24.0,75.85601404741001,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,190.41545991667252,5.242945340623811,6.47356129591025,1394,2024-05-17 00:00:00.000 UTC,,,,444579445,0.00010597860608545199,0.31660706223544327,0.01734271247320012,0.003849454356211452,0.01349325811698867,291.62382152469706,906.7978614232937,2818580,734216,2084364.0,108589015406,1112590,0.0037434757501259995,11.18368800402757,52.53245986978567,11.500295066263014,41.032164803522654,Hypr,34,58,34,24.0,2541.176470588235,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,184.94687783670474,5.0728961472768415,6.8829647551370154,1312,2024-05-17 00:00:00.000 UTC,,,,444579445,9.612639431922802e-05,0.28621586024899365,0.011873711606639019,0.003505127738753228,0.00836858386788579,291.62382152469706,906.7978614232937,1906792,690952,1215840.0,108589015406,1112590,0.0034090013444340005,10.150598095246341,35.892215704057335,10.436813955495335,25.455401748562004,Aevo,32,46,32,14.0,2700.0,6171.428571428572,,2024-06-08 13:14:12.086207
OP Chain,1.0265486725663748e-09,Infinity,18.44497487403541,13.736796066869303,0,2024-05-30 00:00:00.000 UTC,1.824522240000005e-10,177733632.0,6.870548270284801e-07,374365139,0.0,0.0,0.11826747026786716,0.08753985093462428,0.03072761933324288,529.9883578063088,1910.0326840365374,6982884,4746000,2236884.0,108304558270,1149944,0.08753985075217195,329.8905573793144,445.6661814977759,329.89055806636924,115.77562343140663,OP Mainnet,1356,250,226,24.0,382.3008849557522,3600.0,,2024-06-08 13:14:12.086207
OP Chain,1e-09,Infinity,7.6018158717619055,6.5559511229024805,0,2024-05-17 00:00:00.000 UTC,1.2320768e-11,12320768.0,3.7466724106240006e-08,444579445,0.0,0.0,0.01740459034737502,0.003352400811767768,0.01405218953560725,291.62382152469706,906.7978614232937,2584425,441000,2143425.0,108589015406,1112590,0.0033524007994469997,10.158703980504352,52.936220405335014,10.158704017971075,42.77751638736394,Zora,94,44,21,23.0,4114.285714285715,3756.521739130435,,2024-06-08 13:14:12.086207
OP Stack Fork,1e-09,Infinity,6.4225433775714285,7.402005537025701,0,2024-05-17 00:00:00.000 UTC,1.0092544000000001e-11,10092544.0,3.0443335843840005e-08,444579445,0.0,0.0,0.006006208930322466,0.004720569392607545,0.00128563953771492,291.62382152469706,906.7978614232937,908688,735000,173688.0,108589015406,1112590,0.0047205693825150006,14.09156762806954,18.00970159792798,14.091567658512874,3.918133939415104,BOB (Build on Bitcoin),77,37,35,2.0,2468.5714285714284,43200.0,,2024-06-08 13:14:12.086207
OP Chain,,536.3074852335124,13.230686566743687,13.680757135542317,986,2024-05-30 00:00:00.000 UTC,,,,374365139,0.00020385081823302403,0.7685881245610854,0.03885994863951768,0.008261293615021023,0.03059865502449666,529.9883578063088,1910.0326840365374,2861024,624404,2236620.0,108304558270,1149944,0.008057442796788,30.3790011974747,146.35454103955908,31.14758932203579,115.2069517175233,CyberConnect,29,53,29,24.0,2979.310344827586,3600.0,,2024-06-08 13:14:12.086207
OP Chain,1e-09,Infinity,17.037993154250003,16.877764272901523,0,2024-05-30 00:00:00.000 UTC,1.048576e-12,1048576.0,3.9455227904e-09,374365139,0.0,0.0,0.006008026800617417,0.0028623828509625766,0.00314564394965484,529.9883578063088,1910.0326840365374,354378,168000,186378.0,108304558270,1149944,0.002862382849914,10.77881558566283,22.55374893847273,10.778815589608355,11.774933348864375,Metal,8,10,8,2.0,10800.0,43200.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,465.1832413399147,12.802605960813253,14.304686219175867,2911,2024-05-30 00:00:00.000 UTC,,,,374365139,0.0005398232144200399,2.033982716533746,0.027266834236679117,0.01962890424869504,0.007637929987984078,529.9883578063088,1910.0326840365374,2067142,1533196,533946.0,108304558270,1149944,0.019089081034274993,71.92582482313439,102.8064229484825,73.95980753966813,28.846615408814372,Karak,71,77,71,6.0,1216.9014084507041,14400.0,,2024-06-08 13:14:12.086207
OP Chain,1.0000000000000003e-09,Infinity,6.3439018075666676,9.624171078483556,0,2024-05-17 00:00:00.000 UTC,4.587519999999999e-12,4587520.0,1.359587835904e-08,444579445,0.0,0.0,0.005668261169634172,0.00399665814335452,0.001671603026279652,291.62382152469706,906.7978614232937,803688,630000,173688.0,108589015406,1112590,0.003996658138766999,11.902244594975793,17.038172493267943,11.902244608571673,5.135927884696269,Mint,35,32,30,2.0,2880.0,43200.0,,2024-06-08 13:14:12.086207
OP Chain,,256.12237933497596,6.997548306302006,6.9845984037863245,1036,2024-05-17 00:00:00.000 UTC,,,,444579445,0.000115611330178464,0.35303057980429636,0.019851687133085646,0.004230129911932464,0.015621557221153184,291.62382152469706,906.7978614232937,2841088,604516,2236572.0,108589015406,1112590,0.004114518581754,12.564057355963882,60.54011576483656,12.917087935768176,47.62302782906838,Fraxtal,28,52,28,24.0,3085.714285714286,3600.0,,2024-06-08 13:14:12.086207
OP Chain,1.0400000000000001e-09,Infinity,18.08010536176,14.06304914483347,0,2024-05-30 00:00:00.000 UTC,2.0447232e-11,19660800.0,7.689833545728002e-08,374365139,0.0,0.0,0.042255683152382456,0.009492055335371232,0.032763627817011226,529.9883578063088,1910.0326840365374,2854767,525000,2329767.0,108304558270,1149944,0.009492055314924,35.739246316488575,159.23772761938508,35.7392463933869,123.49848122599818,Mode,150,50,25,25.0,3456.0,3456.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,210.63068870379777,5.796913595953454,4.619064725062829,2911,2024-05-17 00:00:00.000 UTC,,,,444579445,0.000244693316017452,0.7455441246584651,0.01135402501379645,0.008887804737661455,0.002466220276134996,291.62382152469706,906.7978614232937,2067118,1533196,533922.0,108589015406,1112590,0.008643111421644003,26.334418289058988,34.57462668217018,27.079962413717464,7.494664268452715,Karak,71,77,71,6.0,1216.9014084507041,14400.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,463.2606761688756,12.754982919075168,12.57094249959144,5822,2024-05-30 00:00:00.000 UTC,,,,374365139,0.0010766190342278278,4.056769531749289,0.11771708311826919,0.039112236762573846,0.07860484635569534,529.9883578063088,1910.0326840365374,9319328,3066428,6252900.0,108304558270,1149944,0.03803561772834601,143.32049079747424,443.59132416598663,147.3772603292236,296.21406383676305,Manta Pacific,142,214,142,72.0,608.4507042253521,1200.0,,2024-06-08 13:14:12.086207
OP Chain,1.0365853658536578e-09,Infinity,13.98348712255346,13.783429809342927,0,2024-05-30 00:00:00.000 UTC,2.2282239999999994e-11,21495808.0,8.387667034112003e-08,374365139,0.0,0.0,0.12447296328737989,0.04669086352448825,0.07778209976289165,529.9883578063088,1910.0326840365374,8982160,3339000,5643160.0,108304558270,1149944,0.046690863502205984,175.90799166391844,468.8955337699915,175.9079917477951,292.9875420221964,Kroma,164,189,159,30.0,543.3962264150944,2880.0,,2024-06-08 13:14:12.086207
OP Stack Fork,1.0342639593908635e-09,Infinity,14.346600903898487,13.812258800306113,0,2024-05-30 00:00:00.000 UTC,1.068236800000004e-10,103284736.0,4.022746821427204e-07,374365139,0.0,0.0,0.26692827160228905,0.23740755186453563,0.029520719737753442,529.9883578063088,1910.0326840365374,18685284,16548000,2137284.0,108304558270,1149944,0.23740755175771208,894.7574163803889,1006.0335135635876,894.7574167826629,111.27609678092468,Blast,788,812,788,24.0,109.64467005076142,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,185.40453916259773,5.109430030457854,6.78736957486402,1681,2024-05-17 00:00:00.000 UTC,,,,444579445,0.000124698878467384,0.3721254188207218,0.01808126640732292,0.004523889348967384,0.013557377058355536,291.62382152469706,906.7978614232937,2882842,885400,1997442.0,108589015406,1112590,0.004399190470499999,13.128342047168731,54.735545937002684,13.500467465989455,41.235078471013225,Lyra,41,64,41,23.0,2107.317073170732,3756.521739130435,,2024-06-08 13:14:12.086207
OP Chain,1.000000000000002e-09,Infinity,8.110979977207544,7.0327169028526635,0,2024-05-17 00:00:00.000 UTC,1.2504268800000007e-10,125042688.0,3.8043629125631993e-07,444579445,0.0,0.0,0.04281384979285652,0.027082562268938674,0.015731287523917843,291.62382152469706,906.7978614232937,5575872,3339000,2236872.0,108589015406,1112590,0.027082562143895993,82.6239248108248,130.54407064472605,82.62392519126107,47.920145453465,OP Mainnet,954,183,159,24.0,543.3962264150944,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,497.84525580085676,13.677322336373965,16.014490825215063,533,2024-05-21 00:00:00.000 UTC,,,,459873302,0.00010558782913620799,0.3932997967042592,0.03721922448820688,0.003839388507688208,0.03337983598051867,443.39578063521094,1949.6592840715005,2365064,280712,2084352.0,108374630870,1198696,0.003733800678552,13.907446222748387,139.22930074296937,14.300746019452648,124.92855472351671,Public Goods Network,13,37,13,24.0,6646.153846153846,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,504.5586428356409,13.874758393325301,12.400369835282595,2911,2024-05-21 00:00:00.000 UTC,,,,459873302,0.000584698158925616,2.18560832255474,0.027893352450380417,0.021272224578310617,0.0066211278720698,443.39578063521094,1949.6592840715005,2067106,1533160,533946.0,108374630870,1198696,0.020687526419385004,77.33143136506634,104.13468186556884,79.51703968762105,24.617642177947783,Karak,71,77,71,6.0,1216.9014084507041,14400.0,,2024-06-08 13:14:12.086207
OP Chain,,519.4017996298019,12.789399867011662,10.392969931282298,2856,2024-05-23 00:00:00.000 UTC,,,,499749328,0.0005693428132463317,2.163353913621543,0.025067059870138866,0.023130038920286335,0.001937020949852532,530.6329035785269,1794.7485956574787,1994910,1808532,186378.0,108647040758,1156304,0.022560696107040007,85.72577231911987,95.28534957055436,87.88912623274145,7.396223337812909,Redstone,84,86,84,2.0,1028.5714285714287,43200.0,,2024-06-08 13:14:12.086207
OP Chain,1e-09,Infinity,15.613211529206895,15.242741694917633,0,2024-05-21 00:00:00.000 UTC,2.2806528e-11,22806528.0,8.506852245504e-08,459873302,0.0,0.0,0.04360084968668054,0.009508445844093527,0.034092403842587014,443.39578063521094,1949.6592840715005,2845632,609000,2236632.0,108374630870,1198696,0.009508445821287,35.56938380607589,162.99677951027806,35.569383891144405,127.42739561913366,Mode,174,53,29,24.0,2979.310344827586,3600.0,,2024-06-08 13:14:12.086207
OP Chain,9.999999999999999e-10,Infinity,17.66615521870162,13.278545119720341,0,2024-05-21 00:00:00.000 UTC,1.6252928000000002e-11,16252928.0,6.11238936576e-08,459873302,0.0,0.0,0.048477496888075164,0.046002668205751926,0.002474828682323238,443.39578063521094,1949.6592840715005,2790378,2604000,186378.0,108374630870,1198696,0.046002668189499,173.09275059756752,182.2816561705588,173.09275065869136,9.188905511867446,Metal,124,126,124,2.0,696.7741935483871,43200.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,12.96477555229402,12.77873444736161,11.098820244897508,97372430,2024-05-23 00:00:00.000 UTC,,,,499749328,19.83580327388331,75486.73147086431,20.1623514148759,20.138629684390075,0.02372173048582434,530.6329035785269,1794.7485956574787,1578086000,1575948680,2137320.0,108647040758,1156304,0.3028264105067668,1152.6153286680315,76729.7406666813,76639.34679953236,90.3938671489421,Blast,1077,1101,1077,24.0,80.22284122562674,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,614.6384282433978,16.921114129764522,14.455027691904561,328,2024-05-23 00:00:00.000 UTC,,,,499749328,8.00969513786e-05,0.3062847004657661,0.020498571782191447,0.0029232239926016007,0.017575347789589846,530.6329035785269,1794.7485956574787,1388620,172756,1215864.0,108647040758,1156304,0.002843127041223,10.872460330314203,78.13913313367601,11.178745030779968,66.96038810289605,Aevo,8,22,8,14.0,10800.0,6171.428571428572,,2024-06-08 13:14:12.086207
OP Chain,,614.8745388384647,15.14768364908841,10.89021812326205,2822,2024-05-21 00:00:00.000 UTC,,,,459873302,0.000667126981457564,2.4949257572933403,0.02909870993347094,0.027069274225328566,0.002029435708142376,443.39578063521094,1949.6592840715005,1973378,1787024,186354.0,108374630870,1198696,0.026402147243871,98.73675799703287,108.86695406640261,101.2316837543262,7.635270312076417,Redstone,83,85,83,2.0,1040.9638554216867,43200.0,,2024-06-08 13:14:12.086207
OP Chain,1e-09,Infinity,16.29981961030769,14.18763062014168,0,2024-05-21 00:00:00.000 UTC,1.0223616e-11,10223616.0,3.806998560768e-08,459873302,0.0,0.0,0.03750406489396812,0.004449850763837616,0.0330542141301305,443.39578063521094,1949.6592840715005,2602791,273000,2329791.0,108374630870,1198696,0.004449850753613999,16.61817576363693,140.07436985014007,16.61817580170692,123.45619404843315,Zora,78,38,13,25.0,6646.153846153846,3456.0,,2024-06-08 13:14:12.086207
OP Stack Fork,1e-09,Infinity,13.301570136499999,9.628559177369402,0,2024-05-21 00:00:00.000 UTC,5.505024e-12,5505024.0,2.045350117376e-08,459873302,0.0,0.0,0.003906797889415704,0.0022346637884370244,0.0016721341009786799,443.39578063521094,1949.6592840715005,341664,168000,173664.0,108374630870,1198696,0.002234663782932,8.311962262005594,14.513202278850663,8.311962282459094,6.201239996391569,BOB (Build on Bitcoin),42,10,8,2.0,10800.0,43200.0,,2024-06-08 13:14:12.086207
OP Chain,,494.54589425645764,13.546830225371622,12.682381353153637,1591,2024-05-23 00:00:00.000 UTC,,,,499749328,0.00034459043163422796,1.3113194271077022,0.03976028298880438,0.012577310679802228,0.02718297230900215,530.6329035785269,1794.7485956574787,3071797,928432,2143365.0,108647040758,1156304,0.012232720248168003,46.55064858529768,151.3752002809381,47.861968012405356,103.51323226853275,Fraxtal,43,66,43,23.0,2009.3023255813953,3756.521739130435,,2024-06-08 13:14:12.086207
OP Chain,1e-09,Infinity,13.82741214169231,11.624840353167953,0,2024-05-23 00:00:00.000 UTC,1.0223616e-11,10223616.0,3.8791898726400005e-08,499749328,0.0,0.0,0.030858331956153135,0.0037748835249056156,0.02708344843124752,530.6329035785269,1794.7485956574787,2602791,273000,2329791.0,108647040758,1156304,0.0037748835146820003,14.33559782779098,117.32249715530266,14.335597866582882,102.98689928871977,Zora,78,38,13,25.0,6646.153846153846,3456.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,479.93856902302184,13.24522321975,10.769647458969795,328,2024-05-23 00:00:00.000 UTC,,,,499749328,6.3153224311768e-05,0.23808643368470433,0.024735699238319853,0.002288350725229768,0.022447348513090087,530.6329035785269,1794.7485956574787,2257084,172768,2084316.0,108647040758,1156304,0.002225197500918,8.388951522447636,93.76518892896792,8.627037956132341,85.13815097283558,Ancient8,8,32,8,24.0,10800.0,3600.0,,2024-06-08 13:14:12.086207
OP Chain,1.0000000000000028e-09,Infinity,13.827501062898737,11.915454233072902,0,2024-05-23 00:00:00.000 UTC,2.4851251200000094e-10,248512512.0,9.434223948595191e-07,499749328,0.0,0.0,0.12174474044215841,0.09175929730190849,0.029985443140249916,530.6329035785269,1794.7485956574787,9152517,6636000,2516517.0,108647040758,1156304,0.09175929705339603,348.93455088141,463.16195341238006,348.9345518248323,114.22740158754777,OP Mainnet,1896,343,316,27.0,273.4177215189873,3200.0,,2024-06-08 13:14:12.086207
OP Chain,1e-09,Infinity,15.00300424041379,12.863319910649844,0,2024-05-23 00:00:00.000 UTC,2.2806528e-11,22806528.0,8.675557638144002e-08,499749328,0.0,0.0,0.03910613964268813,0.009136829605218529,0.0299693100374696,530.6329035785269,1794.7485956574787,2938827,609000,2329827.0,108647040758,1156304,0.009136829582411998,34.839215669480225,148.4994566009992,34.839215756235795,113.66024084476341,Mode,174,54,29,25.0,2979.310344827586,3456.0,,2024-06-08 13:14:12.086207
OP Chain,9.999999999999994e-10,Infinity,13.699219829806248,12.73562630079923,0,2024-05-23 00:00:00.000 UTC,2.0971519999999976e-11,20971520.0,7.961296371711995e-08,499749328,0.0,0.0,0.12666824415733757,0.04602937864912053,0.08063886550821704,530.6329035785269,1794.7485956574787,9691755,3360000,6331755.0,108647040758,1156304,0.046029378628149015,175.07412585089926,482.0504442275018,175.0741259305123,306.9763182969895,Kroma,160,195,160,35.0,540.0,2468.5714285714284,,2024-06-08 13:14:12.086207
OP Chain,9.999999999999994e-10,Infinity,15.948777998475,14.045712254996353,0,2024-05-21 00:00:00.000 UTC,2.097151999999998e-11,20971520.0,7.813026021375999e-08,459873302,0.0,0.0,0.14234548874905922,0.053587894095847535,0.08875759465321169,443.39578063521094,1949.6592840715005,9679195,3360000,6319195.0,108374630870,1198696,0.053587894074876,200.27767333015058,531.2756260467612,200.27767340828086,330.99795263848034,Kroma,160,201,160,41.0,540.0,2107.317073170732,,2024-06-08 13:14:12.086207
OP Stack Fork,,458.95256165052604,12.62519305819772,11.653105234943158,7216,2024-05-23 00:00:00.000 UTC,,,,499749328,0.0013205209484922033,5.03122122387147,0.12084891329957456,0.04798265222694719,0.07286626107262736,530.6329035785269,1794.7485956574787,10053496,3800548,6252948.0,108647040758,1156304,0.04666213127845501,177.78127733129404,460.006259472182,182.81249855516546,277.19376091701656,Manta Pacific,176,248,176,72.0,490.90909090909093,1200.0,,2024-06-08 13:14:12.086207
OP Chain,,568.7853756867243,14.031913696200379,14.214964002169246,1972,2024-05-21 00:00:00.000 UTC,,,,459873302,0.00043217431440359996,1.6116253291507519,0.04931629770652032,0.0175231660791246,0.03179313162739572,443.39578063521094,1949.6592840715005,3485404,1248808,2236596.0,108374630870,1198696,0.017090991764720998,63.73387299089181,183.96775125733143,65.34549832004257,118.62225293728888,CyberConnect,58,82,58,24.0,1489.655172413793,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,512.426116713392,14.115788377356607,13.880200999291732,6109,2024-05-21 00:00:00.000 UTC,,,,459873302,0.0012516837785752043,4.679960958454199,0.13221114424224745,0.04541946885136421,0.08679167539088323,443.39578063521094,1949.6592840715005,9470548,3217636,6252912.0,108374630870,1198696,0.044167785072789005,165.13979220723567,494.46882963950384,169.8197531656899,324.6490764738139,Manta Pacific,149,221,149,72.0,579.8657718120805,1200.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,545.0184989637542,14.973312715382571,13.06282021789366,533,2024-05-21 00:00:00.000 UTC,,,,459873302,0.000115489624550472,0.43211970687732865,0.03143054725192494,0.004203188558960472,0.027227358692964467,443.39578063521094,1949.6592840715005,2365052,280712,2084340.0,108374630870,1198696,0.00408769893441,15.29521365334726,117.301938960795,15.727333360224588,101.57460560057041,Lyra,13,37,13,24.0,6646.153846153846,3600.0,,2024-06-08 13:14:12.086207
OP Chain,1e-09,Infinity,16.343033032375,17.322400711371422,0,2024-05-21 00:00:00.000 UTC,2.359296e-12,2359296.0,8.85684174848e-09,459873302,0.0,0.0,0.005754322686554975,0.002745629551798296,0.0030086931347566796,443.39578063521094,1949.6592840715005,341688,168000,173688.0,108374630870,1198696,0.002745629549439,10.286739597037734,21.557005826404925,10.286739605894576,11.27026622051035,Mint,18,10,8,2.0,10800.0,43200.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,490.0206867556479,13.428887129480184,13.048107857097941,574,2024-05-23 00:00:00.000 UTC,,,,499749328,0.000111473999424788,0.4218441794851068,0.032389415592594555,0.004059337717047788,0.02833007787554677,530.6329035785269,1794.7485956574787,2473486,302284,2171202.0,108647040758,1156304,0.003947863717623,14.939185678784275,122.89834011023467,15.361029858269383,107.53731025196528,Lyra,14,39,14,25.0,6171.428571428572,3456.0,,2024-06-08 13:14:12.086207
OP Chain,1.0000000000000032e-09,Infinity,16.461047546406757,13.949232880174495,0,2024-05-21 00:00:00.000 UTC,4.4276121600000233e-10,442761216.0,1.65030542180352e-06,459873302,0.0,0.0,0.22369324008221292,0.19461896558392827,0.02907427449828465,443.39578063521094,1949.6592840715005,13907292,11823000,2084292.0,108374630870,1198696,0.19461896514116697,727.7254806438528,836.3359830962081,727.7254822941582,108.6105008020499,Base,3378,587,563,24.0,153.46358792184725,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,424.765173077922,11.677303633436734,11.924399683694642,2911,2024-05-23 00:00:00.000 UTC,,,,499749328,0.0004921767334552642,1.87241414287187,0.024270020224506292,0.01790303471099627,0.0063669855135100204,530.6329035785269,1794.7485956574787,2067094,1533148,533946.0,108647040758,1156304,0.017410857977541,66.23551348246338,92.3799737525834,68.10792762533526,24.27204612724813,Karak,71,77,71,6.0,1216.9014084507041,14400.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,610.3757138975535,16.81072188793356,13.117141555502212,3157,2024-05-23 00:00:00.000 UTC,,,,499749328,0.00076995154701436,2.929024865729258,0.05529275431936918,0.027952801112368367,0.02733995320700082,530.6329035785269,1794.7485956574787,3747088,1662796,2084292.0,108647040758,1156304,0.02718284956535401,103.4069084972785,210.24049059406434,106.33593336300775,103.90455723105657,Orderly,77,101,77,24.0,1122.077922077922,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,489.6485446017529,13.491147836677147,13.853222090565389,492,2024-05-23 00:00:00.000 UTC,,,,499749328,9.6421147989516e-05,0.3670829696493187,0.032370920982645573,0.0034960960503965157,0.02887482493224906,530.6329035785269,1794.7485956574787,2343480,259140,2084340.0,108647040758,1156304,0.0033996749024069995,12.942738545481829,122.77233256246285,13.309821515131144,109.4625110473317,Public Goods Network,12,36,12,24.0,7200.0,3600.0,,2024-06-08 13:14:12.086207
OP Chain,,449.81341050769197,11.081145035469842,11.691435312294875,2040,2024-05-23 00:00:00.000 UTC,,,,499749328,0.00035248893244079204,1.3419391269986796,0.04046404685526201,0.01431488910430079,0.02614915775096122,530.6329035785269,1794.7485956574787,3528432,1291824,2236608.0,108647040758,1156304,0.01396240017186,53.15537677849424,153.97916900632544,54.49731590549294,99.48185310083251,CyberConnect,60,84,60,24.0,1440.0,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,512.7201495640032,14.115287800148186,15.142642734549785,328,2024-05-21 00:00:00.000 UTC,,,,459873302,6.71900321954e-05,0.25131912132327705,0.03400037148139545,0.0024385006592024,0.031561870822193056,443.39578063521094,1949.6592840715005,2257060,172756,2084304.0,108374630870,1198696,0.002371310627007,8.869384799145358,127.28771009032248,9.120703920468637,118.16700616985383,Ancient8,8,32,8,24.0,10800.0,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,1e-09,Infinity,12.291036678444444,11.103043446500001,0,2024-05-23 00:00:00.000 UTC,5.89824e-12,5898240.0,2.231361339392e-08,499749328,0.0,0.0,0.00425160458478129,0.00232300593812424,0.00192859864665705,530.6329035785269,1794.7485956574787,362700,189000,173700.0,108647040758,1156304,0.002323005932226,8.76370862149502,16.012427875721063,8.763708643808634,7.248719231912428,BOB (Build on Bitcoin),45,11,9,2.0,9600.0,43200.0,,2024-06-08 13:14:12.086207
OP Chain,1.000000000000003e-09,Infinity,14.575352948952293,11.790932305994227,0,2024-05-23 00:00:00.000 UTC,4.286054400000021e-10,428605440.0,1.62791902150656e-06,499749328,0.0,0.0,0.19241512775162845,0.1668149149293645,0.025600212822263935,530.6329035785269,1794.7485956574787,13616178,11445000,2171178.0,108647040758,1156304,0.1668149145007589,634.5229869938433,731.9244328840506,634.5229886217621,97.40144426228845,Base,3270,570,545,25.0,158.5321100917431,3456.0,,2024-06-08 13:14:12.086207
OP Chain,1e-09,Infinity,13.885384429102782,10.71362905,0,2024-05-23 00:00:00.000 UTC,4.718592000000001e-11,47185920.0,1.7913417826303997e-07,499749328,0.0,0.0,0.1069704196498324,0.10497350633120289,0.0019969133186295,530.6329035785269,1794.7485956574787,7746390,7560000,186390.0,108647040758,1156304,0.10497350628401703,399.2112951830058,406.7097751473739,399.2112953621401,7.498479785233754,Metal,360,362,360,2.0,240.0,43200.0,,2024-06-08 13:14:12.086207
OP Chain,1e-09,Infinity,13.999929251750002,9.4395516775,0,2024-05-23 00:00:00.000 UTC,3.93216e-12,3932160.0,1.492120502272e-08,499749328,0.0,0.0,0.003991638244607911,0.0023519881182261604,0.00163965012638175,530.6329035785269,1794.7485956574787,341700,168000,173700.0,108647040758,1156304,0.0023519881142939998,8.872174985089051,15.084512890986634,8.872175000010255,6.212337890976379,Mint,30,10,8,2.0,10800.0,43200.0,,2024-06-08 13:14:12.086207
OP Chain,1.000000000000003e-09,Infinity,16.17628215648948,13.788487922151715,0,2024-05-21 00:00:00.000 UTC,2.6188185600000126e-10,261881856.0,9.7583389999104e-07,459873302,0.0,0.0,0.1439646512468875,0.11312074138221283,0.03084390986467468,443.39578063521094,1949.6592840715005,9229932,6993000,2236932.0,108374630870,1198696,0.11312074112033103,422.7940788104624,538.0858863020194,422.7940797862961,115.29180651572331,OP Mainnet,1998,357,333,24.0,259.4594594594595,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,14.355593366314919,14.152232343068162,12.991542267487258,101217974,2024-05-21 00:00:00.000 UTC,,,,459873302,22.84922870188857,85435.3707260557,23.207856214992685,23.180089443670553,0.02776677132213145,443.39578063521094,1949.6592840715005,1640047760,1637910464,2137296.0,108374630870,1198696,0.3308607417819897,1237.1245198003173,86776.38632550173,86672.49524585594,103.8910796457941,Blast,1105,1129,1105,24.0,78.19004524886878,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,565.5448698862964,15.554611509899743,15.176427919664025,3772,2024-05-21 00:00:00.000 UTC,,,,459873302,0.0008499823161052361,3.1799723464641247,0.06253315647728953,0.03090141341002724,0.0316317430672623,443.39578063521094,1949.6592840715005,4070908,1986640,2084268.0,108374630870,1198696,0.030051431093922002,112.4304146568831,233.84124185739054,115.61038700334726,118.23085485404329,Orderly,92,116,92,24.0,939.1304347826087,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,601.8381865304482,16.56872145114967,16.26060619697134,328,2024-05-21 00:00:00.000 UTC,,,,459873302,7.8662364658812e-05,0.29361155740059913,0.022632251226991716,0.002862346043014812,0.019769905183976904,443.39578063521094,1949.6592840715005,1388572,172756,1215816.0,108374630870,1198696,0.002783683678356,10.390720407562732,84.61075960393154,10.68433196496333,73.9264276389682,Aevo,8,22,8,14.0,10800.0,6171.428571428572,,2024-06-08 13:14:12.086207
OP Stack Fork,,508.9830696421567,14.025628783653412,16.113548046477067,533,2024-05-21 00:00:00.000 UTC,,,,459873302,0.00010858261580372398,0.40443506699172865,0.037523611657401736,0.0039374989222077245,0.03358611273519401,443.39578063521094,1949.6592840715005,2365076,280736,2084340.0,108374630870,1198696,0.003828916306404,14.261676316888932,140.34909935854745,14.66611138388066,125.68298797466679,Hypr,13,37,13,24.0,6646.153846153846,3600.0,,2024-06-08 13:14:12.086207
