alignment_map,avg_blob_base_fee_on_l1_inbox,avg_l1_calldata_gas_price_on_l1_inbox,avg_l1_gas_price_on_l1_inbox,avg_l1_gas_price_on_l1_output,calldata_bytes_l1_inbox,dt,l1_blobgas_eth_fees_inbox,l1_blobgas_purchased_inbox,l1_blobgas_usd_fees_inbox,l1_bytes_used_total,l1_calldata_eth_fees_inbox,l1_calldata_usd_fees_inbox,l1_eth_fees_combined,l1_eth_fees_inbox,l1_eth_fees_output,l1_eth_fees_to_validators_total,l1_eth_fees_total,l1_gas_used_combined,l1_gas_used_inbox,l1_gas_used_output,l1_gas_used_total,l1_num_txs_total,l1_overhead_eth_fees_inbox,l1_overhead_usd_fees_inbox,l1_usd_fees_combined,l1_usd_fees_inbox,l1_usd_fees_output,name,num_l1_submissions,num_l1_txs_combined,num_l1_txs_inbox,num_l1_txs_output,secs_between_l1_txs_inbox,secs_between_l1_txs_output,share_elapsed,last_updated
OP Chain,,562.9083145821714,15.392474625154547,14.80747272677617,1369,2024-05-21 00:00:00.000 UTC,,,,459873302,0.00033605472845295596,1.2590766482575921,0.04679468038071826,0.012296185999456958,0.034498494381261305,443.39578063521094,1949.6592840715005,3128647,798844,2329803.0,108374630870,1198696,0.011960131271004,44.81166512653708,174.99582869085887,46.07074177479467,128.9250869160642,Fraxtal,37,62,37,25.0,2335.135135135135,3456.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,457.9803559869185,12.589729956071926,13.061437632456789,410,2024-05-23 00:00:00.000 UTC,,,,499749328,7.4514069391348e-05,0.28341157175993786,0.027673810914116817,0.002718575927794348,0.024955234986322468,530.6329035785269,1794.7485956574787,2126540,215936,1910604.0,108647040758,1156304,0.0026440618584030002,10.056224724209136,104.80939582725011,10.339636295969076,94.46975953128104,Hypr,10,32,10,22.0,8640.0,3927.2727272727275,,2024-06-08 13:14:12.086207
OP Chain,,495.73587133472904,12.231940941064803,13.836491874092106,2788,2024-05-20 00:00:00.000 UTC,,,,433777088,0.00053312377998314,1.743793045301035,0.051254089246700996,0.021596274575670142,0.02965781467103085,501.69868345324244,2053.2469375678543,3909013,1765564,2143449.0,108623470007,1124081,0.021063150795687,68.892485474212,169.11261254093966,70.63627851951301,98.47633402142667,CyberConnect,82,105,82,23.0,1053.658536585366,3756.521739130435,,2024-06-08 13:14:12.086207
OP Chain,1e-09,Infinity,20.053273566607142,13.43731085254933,0,2024-05-20 00:00:00.000 UTC,2.2020096e-11,22020096.0,7.074595209216e-08,433777088,0.0,0.0,0.04184451559183259,0.011791324879185095,0.030053190712647494,501.69868345324244,2053.2469375678543,2824548,588000,2236548.0,108623470007,1124081,0.011791324857165001,39.384832045710226,139.1374288512274,39.38483211645617,99.75259673477123,Mode,168,52,28,24.0,3085.714285714286,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,17.002529733041033,16.75383767786444,16.05194431845533,103479369,2024-05-20 00:00:00.000 UTC,,,,433777088,27.62586649972112,92583.22924569483,28.10282155512423,28.06851360611684,0.03430794900738913,501.69868345324244,2053.2469375678543,1677485616,1675348308,2137308.0,108623470007,1124081,0.44264710639568994,1487.109278061997,94185.5992302934,94070.33852375684,115.26070653656464,Blast,1167,1191,1167,24.0,74.03598971722366,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,734.0880356319182,20.20958071118459,16.7452320657961,3608,2024-05-20 00:00:00.000 UTC,,,,433777088,0.0010577095097044362,3.5495192276857144,0.0733069446972073,0.038404589578755435,0.03490235511845186,501.69868345324244,2053.2469375678543,3984632,1900316,2084316.0,108623470007,1124081,0.03734688006905101,125.32938095380275,245.44787161793673,128.87890018148858,116.56897143644815,Orderly,88,112,88,24.0,981.8181818181819,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,571.7698493652457,15.72806075747689,13.857820747429969,492,2024-05-20 00:00:00.000 UTC,,,,433777088,0.000112322044064472,0.37608845385499384,0.03295965843696372,0.004075580927963473,0.028884077509000242,501.69868345324244,2053.2469375678543,2343444,259128,2084316.0,108623470007,1124081,0.003963258883898999,13.26877857356709,109.24768540940134,13.644867027422086,95.60281838197926,Public Goods Network,12,36,12,24.0,7200.0,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,32.72390807060018,11.838392359294938,15.450543528667907,116239,2024-05-20 00:00:00.000 UTC,,,,433777088,0.011698549702393608,36.55275751913885,0.15698784986203754,0.06037584838597362,0.09661200147606393,501.69868345324244,2053.2469375678543,11352988,5100004,6252984.0,108623470007,1124081,0.04867729868358001,162.773675409279,522.6245555206405,199.32643292841786,323.2981225922226,Manta Pacific,155,227,155,72.0,557.4193548387096,1200.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,524.5300845088879,14.455886981289215,12.231053651297021,2911,2024-05-20 00:00:00.000 UTC,,,,433777088,0.0006113934132425681,2.048872047931865,0.028695150849635177,0.022164575449383554,0.006530575400251624,501.69868345324244,2053.2469375678543,2067190,1533256,533934.0,108623470007,1124081,0.021553182036140997,72.22527251897701,96.2907401895315,74.27414456690882,22.016595622622685,Karak,71,77,71,6.0,1216.9014084507041,14400.0,,2024-06-08 13:14:12.086207
OP Chain,1e-09,Infinity,16.627549615,11.996054635483516,0,2024-05-20 00:00:00.000 UTC,1.0223616e-11,10223616.0,3.2363178885119996e-08,433777088,0.0,0.0,0.03248690141709826,0.004539321055118616,0.027947580361979644,501.69868345324244,2053.2469375678543,2602731,273000,2329731.0,108623470007,1124081,0.004539321044894999,14.98727729026732,107.95949224639831,14.987277322630502,92.97221492376781,Zora,78,38,13,25.0,6646.153846153846,3456.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,564.3039776810717,15.548104663822073,14.43311481820764,492,2024-05-20 00:00:00.000 UTC,,,,433777088,0.000111126805241852,0.3714857834386135,0.034112134790632305,0.004029135842582852,0.030082998948049455,501.69868345324244,2053.2469375678543,2343444,259140,2084304.0,108623470007,1124081,0.003918009037340999,13.096912680817235,113.34710983972187,13.468398464255849,99.87871137546603,Hypr,12,36,12,24.0,7200.0,3600.0,,2024-06-08 13:14:12.086207
OP Chain,1.000000000000003e-09,Infinity,17.52819259802662,15.359585015243097,0,2024-05-20 00:00:00.000 UTC,4.1366323200000176e-10,413663232.0,1.3219407121612807e-06,433777088,0.0,0.0,0.22563101328213697,0.1936164158514652,0.032014597430671796,501.69868345324244,2053.2469375678543,13130340,11046000,2084340.0,108623470007,1124081,0.19361641543780206,645.6120163543577,752.9174558637817,645.6120176762993,107.30543818748242,Base,3156,550,526,24.0,164.25855513307985,3600.0,,2024-06-08 13:14:12.086207
OP Chain,,600.2536226116936,14.793230902734745,15.736311293000002,2958,2024-05-20 00:00:00.000 UTC,,,,433777088,0.0006834436361872402,2.2629212005967982,0.030643238632592513,0.027710147570690243,0.00293309106190227,501.69868345324244,2053.2469375678543,2059554,1873164,186390.0,108623470007,1124081,0.027026703934502995,89.48288326677182,102.02375019008443,91.74580446736867,10.27794572271576,Redstone,87,89,87,2.0,993.1034482758621,43200.0,,2024-06-08 13:14:12.086207
OP Chain,,615.1960848443201,16.82919220907191,17.22901127353744,1295,2024-05-20 00:00:00.000 UTC,,,,433777088,0.000347824055482784,1.158109861723597,0.04964623607586049,0.012717349335013782,0.036928886740846704,501.69868345324244,2053.2469375678543,2899085,755672,2143413.0,108623470007,1124081,0.012369525279531,41.18715034452378,165.70137550609985,42.345260206247374,123.35611529985246,Fraxtal,35,58,35,23.0,2468.5714285714284,3756.521739130435,,2024-06-08 13:14:12.086207
OP Stack Fork,,634.0865497964277,17.43082345809682,13.432809301206092,615,2024-05-20 00:00:00.000 UTC,,,,433777088,0.000154317630782392,0.5233238016432723,0.03364493876138214,0.005645913441371392,0.027999025320010744,501.69868345324244,2053.2469375678543,2408280,323904,2084376.0,108623470007,1124081,0.005491595810588999,18.62415841748295,112.41048113739711,19.147482219126225,93.26299891827088,Lyra,15,39,15,24.0,5760.0,3600.0,,2024-06-08 13:14:12.086207
OP Chain,1.0000000000000003e-09,Infinity,13.840503584000002,8.391760647500172,0,2024-05-20 00:00:00.000 UTC,1.0616831999999998e-11,10616832.0,3.293091987456e-08,433777088,0.0,0.0,0.007270559639239843,0.005813011515896833,0.00145754812334301,501.69868345324244,2053.2469375678543,593688,420000,173688.0,108623470007,1124081,0.005813011505279999,18.760328707801385,23.25981536248719,18.7603287407323,4.499486621754887,Mint,81,22,20,2.0,4320.0,43200.0,,2024-06-08 13:14:12.086207
OP Stack Fork,1.0000000000000003e-09,Infinity,15.871668723888888,26.263732107000003,0,2024-05-20 00:00:00.000 UTC,5.767168e-12,5767168.0,1.842803900416e-08,433777088,0.0,0.0,0.007561755661568068,0.002999745394582168,0.0045620102669859,501.69868345324244,2053.2469375678543,362700,189000,173700.0,108623470007,1124081,0.0029997453888150004,9.96857938376378,25.762709064216338,9.968579402191818,15.794129662024522,BOB (Build on Bitcoin),44,11,9,2.0,9600.0,43200.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,501.2405235648957,13.799251880980364,12.072665100073024,328,2024-05-20 00:00:00.000 UTC,,,,433777088,6.5745970820644e-05,0.2185291691330722,0.018110843657164775,0.002383903557950644,0.01572694009921413,501.69868345324244,2053.2469375678543,1475446,172756,1302690.0,108623470007,1124081,0.0023181575871300004,7.704784548214703,59.941152400576684,7.923313717347775,52.01783868322891,Aevo,8,23,8,15.0,10800.0,5760.0,,2024-06-08 13:14:12.086207
OP Chain,9.999999999999988e-10,Infinity,16.566392584427675,16.28965109567396,0,2024-05-20 00:00:00.000 UTC,2.6607616e-11,26607616.0,8.565274312704e-08,433777088,0.0,0.0,0.1645633914835608,0.05531518486601161,0.10924820661754918,501.69868345324244,2053.2469375678543,10045602,3339000,6706602.0,108623470007,1124081,0.055315184839404,184.19019028435685,548.4422199482744,184.19019037000953,364.25202957826497,Kroma,203,196,159,37.0,543.3962264150944,2335.135135135135,,2024-06-08 13:14:12.086207
OP Stack Fork,,623.808498913146,17.131426541402096,16.406587084648674,328,2024-05-20 00:00:00.000 UTC,,,,433777088,8.1331270190964e-05,0.2722170409477042,0.037155469354304506,0.002959351146467964,0.034196118207836544,501.69868345324244,2053.2469375678543,2257036,172744,2084292.0,108623470007,1124081,0.0028780198762769996,9.635346011676429,124.31980809853388,9.907563052624134,114.41224504590974,Ancient8,8,32,8,24.0,10800.0,3600.0,,2024-06-08 13:14:12.086207
OP Chain,1e-09,Infinity,13.24777595075,24.864876666500003,0,2024-05-20 00:00:00.000 UTC,1.048576e-12,1048576.0,3.30912759808e-09,433777088,0.0,0.0,0.006860190722643511,0.002225626360774576,0.004634564361868935,501.69868345324244,2053.2469375678543,354390,168000,186390.0,108623470007,1124081,0.002225626359726,7.337998682204191,23.505006009644443,7.337998685513319,16.167007324131124,Metal,8,10,8,2.0,10800.0,43200.0,,2024-06-08 13:14:12.086207
OP Chain,1.0000000000000028e-09,Infinity,17.809392290969793,15.537087311988651,0,2024-05-20 00:00:00.000 UTC,2.343567360000009e-10,234356736.0,7.4917980930048e-07,433777088,0.0,0.0,0.1462063985411794,0.11145117719124574,0.034755221349933654,501.69868345324244,2053.2469375678543,8494920,6258000,2236920.0,108623470007,1124081,0.11145117695688901,370.48762212583597,486.5060690621313,370.48762287501603,116.01844618711527,OP Mainnet,1788,322,298,24.0,289.93288590604027,3600.0,,2024-06-08 13:14:12.086207
OP Chain,,287.5322877930528,7.085444259380251,7.1821463391457385,850,2024-05-06 00:00:00.000 UTC,,,,447322831,9.3933197181052e-05,0.293464719440927,0.01920780065703416,0.003813839568831052,0.015393961088203107,262.7806776441566,915.662472902599,2681629,538264,2143365.0,108502556024,1190232,0.00371990637165,11.621973845299523,60.034987584838085,11.915438564740455,48.11954902009763,CyberConnect,25,48,25,23.0,3456.0,3756.521739130435,,2024-06-08 13:14:12.086207
OP Stack Fork,,257.11479400511075,7.079075199470793,7.1389336460313215,22140,2024-05-06 00:00:00.000 UTC,,,,447322831,0.002273189092367867,7.0925145273198575,0.09742948560130973,0.0825495206455408,0.014879964955768928,262.7806776441566,915.662472902599,13745400,11661060,2084340.0,108502556024,1190232,0.080276331553173,250.46846475187598,304.11462611640843,257.56097927919615,46.55364683721228,Orderly,540,564,540,24.0,160.0,3600.0,,2024-06-08 13:14:12.086207
OP Chain,,276.0015445326179,7.561094273790311,7.59348359094196,888,2024-05-06 00:00:00.000 UTC,,,,447322831,0.00010736470424504399,0.3355968779453945,0.01974953975558103,0.003918128808301044,0.015831410947279984,262.7806776441566,915.662472902599,2603064,518196,2084868.0,108502556024,1190232,0.0038107641040559994,11.911581583804999,61.8122375666943,12.247178461750394,49.565059104943906,Fraxtal,24,48,24,24.0,3600.0,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,230.628996770654,6.354067173600411,7.355316012852751,8528,2024-05-06 00:00:00.000 UTC,,,,447322831,0.0007862371837589879,2.423665732852838,0.038363050543029326,0.02854089393515399,0.009822156607875332,262.7806776441566,915.662472902599,5827134,4491752,1335382.0,108502556024,1190232,0.027754656751394994,85.55667520303719,118.65686572871196,87.98034093589,30.676524792821965,Aevo,208,224,208,16.0,415.38461538461536,5400.0,,2024-06-08 13:14:12.086207
OP Chain,,284.0839779298732,7.002852440863233,5.9762059535980745,5202,2024-05-06 00:00:00.000 UTC,,,,447322831,0.00056863714140242,1.7645821078168455,0.024182657835321118,0.023068824522101416,0.001113833313219702,262.7806776441566,915.662472902599,3480582,3294204,186378.0,108502556024,1190232,0.022500187380699,69.8215007441457,75.07123379009377,71.58608285196256,3.4851509381312136,Redstone,153,155,153,2.0,564.7058823529412,43200.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,6.439609983928793,6.35516992781545,6.072365096581716,125489574,2024-05-06 00:00:00.000 UTC,,,,447322831,12.722864826623507,39762.06274343465,12.90515180574705,12.892173291247206,0.012978514499844876,262.7806776441566,915.662472902599,2030749200,2028611892,2137308.0,108502556024,1190232,0.169308464623704,529.0940300175121,40331.730341966504,40291.15677345214,40.57356851436687,Blast,1267,1291,1267,24.0,68.19258089976321,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,16.60229026467217,6.565858557448756,5.946922249952457,134893,2024-05-06 00:00:00.000 UTC,,,,447322831,0.015573190038721756,47.887453353604016,0.07276735011187946,0.03558141179674976,0.03718593831512971,262.7806776441566,915.662472902599,11672128,5419156,6252972.0,108502556024,1190232,0.020008221758028005,62.62515747843588,226.7450983732789,110.51261083203987,116.23248754123904,Manta Pacific,156,228,156,72.0,553.8461538461538,1200.0,,2024-06-08 13:14:12.086207
OP Chain,1.0000000000000003e-09,Infinity,7.750898038857143,5.884484845099089,0,2024-05-06 00:00:00.000 UTC,1.8350080000000007e-12,1835008.0,5.706382049280001e-09,447322831,0.0,0.0,0.0033755025417188857,0.002278764025259008,0.001096738516459878,262.7806776441566,915.662472902599,480378,294000,186378.0,108502556024,1190232,0.002278764023424,7.08485036211021,10.505877427361881,7.084850367816591,3.421027059545291,Metal,14,16,14,2.0,6171.428571428572,43200.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,220.45228055744948,6.065541513542697,5.64863520727939,2911,2024-05-06 00:00:00.000 UTC,,,,447322831,0.0002558405155044481,0.799420811914301,0.012315521807040476,0.009299591199899449,0.003015930607141026,262.7806776441566,915.662472902599,2067106,1533184,533922.0,108502556024,1190232,0.009043750684394997,28.258258477107585,38.50767915487032,29.057679289021888,9.44999986584843,Karak,71,77,71,6.0,1216.9014084507041,14400.0,,2024-06-08 13:14:12.086207
OP Chain,9.999999999999986e-10,Infinity,7.360013276283017,7.241283123362066,0,2024-05-06 00:00:00.000 UTC,2.0840447999999996e-11,20840448.0,6.517100904448003e-08,447322831,0.0,0.0,0.06310777665310607,0.024575084350349444,0.03853269230275663,262.7806776441566,915.662472902599,8660252,3339000,5321252.0,108502556024,1190232,0.02457508432950899,76.81011689591665,197.2344830587876,76.81011696108766,120.42436609769992,Kroma,159,187,159,28.0,543.3962264150944,3085.714285714286,,2024-06-08 13:14:12.086207
OP Stack Fork,,247.1862652302211,6.8217942023157905,7.489603585152138,779,2024-05-06 00:00:00.000 UTC,,,,447322831,7.724999754702402e-05,0.24144584951560122,0.01840975659521796,0.0027991458842710247,0.015610610710946937,262.7806776441566,915.662472902599,2494628,410324,2084304.0,108502556024,1190232,0.002721895886724,8.507320201053064,57.578881986957185,8.748766050568664,48.83011593638852,Hypr,19,43,19,24.0,4547.368421052632,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,248.9669490957941,6.828448676710598,6.711233114390215,779,2024-05-06 00:00:00.000 UTC,,,,447322831,7.6818838914876e-05,0.23994126853848638,0.01759190898073429,0.002801384726517876,0.014790524254216415,262.7806776441566,915.662472902599,2614098,410252,2203846.0,108502556024,1190232,0.002724565887603,8.510033624443212,54.967262228653176,8.749974892981696,46.21728733567148,Public Goods Network,19,45,19,26.0,4547.368421052632,3323.076923076923,,2024-06-08 13:14:12.086207
OP Chain,1.000000000000003e-09,Infinity,8.35681396684014,6.906367909901707,0,2024-05-06 00:00:00.000 UTC,4.820828160000023e-10,482082816.0,1.5078896015769597e-06,447322831,0.0,0.0,0.12257164060819596,0.10757726667721583,0.014994373930980137,262.7806776441566,915.662472902599,15044094,12873000,2171094.0,108502556024,1190232,0.10757726619513297,336.28031817678203,383.1215090840416,336.280319684672,46.84118939936958,Base,3678,638,613,25.0,140.94616639477977,3456.0,,2024-06-08 13:14:12.086207
OP Stack Fork,1.0000000000000003e-09,Infinity,8.526436784400001,8.138678875000002,0,2024-05-06 00:00:00.000 UTC,1.3107199999999999e-12,1310720.0,4.09051070464e-09,447322831,0.0,0.0,0.0032042402466222197,0.00179055172603472,0.0014136885205875,262.7806776441566,915.662472902599,383700,210000,173700.0,108502556024,1190232,0.001790551724724,5.584373786837127,10.056636206616762,5.584373790927638,4.472262415689125,BOB (Build on Bitcoin),10,12,10,2.0,8640.0,43200.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,267.98365384599117,7.3761856116369575,6.829407764815184,1517,2024-05-06 00:00:00.000 UTC,,,,447322831,0.00016215671532103602,0.5054789250309766,0.02012782935736885,0.0058935132942130345,0.014234316063155814,262.7806776441566,915.662472902599,2883260,798992,2084268.0,108502556024,1190232,0.0057313565788919985,17.866357245996483,62.971947488808425,18.371836171027457,44.60011131778097,Ancient8,37,61,37,24.0,2335.135135135135,3600.0,,2024-06-08 13:14:12.086207
OP Stack Fork,,246.61839515203485,6.7888622841578785,7.009051337187545,13612,2024-05-06 00:00:00.000 UTC,,,,447322831,0.0013400747332059926,4.164334774788539,0.06328076428840634,0.04867177055010099,0.014608993738305348,262.7806776441566,915.662472902599,9253660,7169356,2084304.0,108502556024,1190232,0.04733169581689501,147.08470320520107,196.88580475725104,151.24903797998954,45.636766777261506,Lyra,332,356,332,24.0,260.2409638554217,3600.0,,2024-06-08 13:14:12.086207
OP Chain,1.000000000000003e-09,Infinity,8.363807315366111,6.970359904829795,0,2024-05-06 00:00:00.000 UTC,2.3199744000000093e-10,231997440.0,7.242177576960001e-07,447322831,0.0,0.0,0.06740584038468345,0.05181378655069043,0.015592053833993008,262.7806776441566,915.662472902599,8431908,6195000,2236908.0,108502556024,1190232,0.051813786318692996,161.69918614565339,210.43825556483495,161.69918686987106,48.739068694963905,OP Mainnet,1770,319,295,24.0,292.8813559322034,3600.0,,2024-06-08 13:14:12.086207
